t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,rotation_speed_x,rotation_speed_y,rotation_speed_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
0.0,-8.52,-4.22,-2.78,0.74,0.92,-0.2,26.68,21.18,-9.68
0.0148419999999998,-9.17,-4.8,-3.33,0.76,1.1,-0.14,26.68,21.18,-9.68
0.030666999999999334,-11.2,-7.81,-5.49,0.77,1.35,0.51,26.75,20.75,-8.37
0.052383999999999986,-14.11,-8.02,-6.72,1.41,1.54,0.55,26.75,20.75,-8.37
0.08257899999999996,-14.78,-7.9,-6.58,2.21,1.43,-0.15,26.75,20.75,-8.37
0.09752399999999994,-15.93,-7.75,-5.95,2.92,1.66,-1.17,27.56,19.25,-7.25
0.11250999999999944,-16.55,-7.91,-5.36,3.09,1.75,-1.69,27.56,19.25,-7.25
0.12780599999999964,-18.41,-7.53,-5.95,3.17,1.71,-1.88,27.18,18.18,-6.5
0.15813199999999927,-20.61,-6.45,-5.16,3.64,1.39,-1.97,27.18,18.18,-6.5
0.17238599999999948,-19.64,-4.58,-2.5,4.2,1.15,-2.5,27.18,18.18,-6.5
0.19491499999999995,-18.41,-3.99,-1.27,4.43,1.15,-3.23,25.25,20.06,-3.68
0.2181090000000001,-16.75,-3.51,-0.21,3.94,1.09,-3.0,25.25,20.06,-3.68
0.2323839999999997,-15.22,-2.73,-0.26,3.23,0.88,-2.89,23.5,20.5,-4.87
0.25484299999999926,-15.28,0.35,-1.0,2.82,0.71,-3.86,23.5,20.5,-4.87
0.26996099999999945,-13.93,0.73,-0.8,2.55,0.36,-3.93,23.5,20.5,-4.87
0.29235599999999984,-9.81,-0.55,0.4,2.2,0.01,-2.7,21.56,22.5,-5.37
0.31480399999999964,-7.97,-1.72,0.51,1.85,-0.05,-1.98,21.56,22.5,-5.37
0.3299669999999999,-5.56,-0.71,0.99,1.78,-0.02,-1.92,20.06,25.5,-7.56
0.3524029999999998,-5.54,1.5,1.23,1.66,0.49,-2.4,20.06,25.5,-7.56
0.3674569999999999,-6.25,1.81,0.65,1.29,0.78,-2.5,20.06,25.5,-7.56
0.3897769999999996,-5.44,1.09,0.77,0.95,0.44,-1.67,20.06,26.56,-7.68
0.4128189999999998,-4.53,1.08,0.96,0.61,-0.52,-0.28,20.06,26.56,-7.68
0.42731099999999955,-2.69,0.45,1.39,0.3,-0.89,0.25,20.0,28.0,-9.06
0.45783799999999975,-1.59,-0.41,1.72,0.07,-0.85,0.37,20.0,28.0,-9.06
0.47251200000000004,-1.35,-0.86,1.45,0.0,-0.72,0.0,20.0,28.0,-9.06
0.4875089999999993,-2.08,-1.2,1.0,0.06,-0.41,-0.48,20.68,28.56,-11.06
0.518027,-0.93,-1.37,0.98,0.09,-0.3,-0.83,20.68,28.56,-11.06
0.5332889999999999,0.4,-2.38,1.43,-0.11,-0.36,-0.6,19.06,28.25,-12.0
0.5551129999999995,1.21,-3.41,1.62,-0.39,-0.55,0.13,19.06,28.25,-12.0
0.5697789999999996,0.53,-4.32,1.12,-0.42,-0.39,0.47,19.06,28.25,-12.0
0.592422,-0.93,-3.96,0.71,-0.28,0.05,0.42,18.68,29.56,-12.0
0.6222519999999996,-2.33,-3.02,0.22,-0.23,0.18,0.24,18.68,29.56,-12.0
0.6378339999999998,-1.35,-2.81,0.69,-0.34,0.2,0.33,17.18,28.68,-11.18
0.6524419999999997,-1.82,-3.11,1.07,-0.51,0.35,0.54,17.18,28.68,-11.18
0.6674559999999996,-2.47,-3.02,0.06,-0.74,0.53,0.63,17.18,28.68,-11.18
0.6905669999999997,-2.82,-3.34,-1.1,-0.87,0.65,0.69,17.18,28.56,-10.87
0.7126950000000001,-2.54,-3.91,-1.27,-1.01,0.53,0.96,17.18,28.56,-10.87
0.7349009999999998,-2.57,-4.18,-0.05,-0.95,0.53,1.6,17.56,26.68,-10.0
0.7572029999999996,-3.44,-2.36,1.86,-0.83,0.59,1.77,17.56,26.68,-10.0
0.7720839999999995,-4.04,-3.66,0.03,-1.25,1.15,1.23,17.56,26.68,-10.0
0.7873519999999994,-6.56,-7.74,-1.61,-1.46,1.49,1.21,16.75,26.25,-8.06
0.8173409999999999,-7.9,-8.24,-1.97,-1.5,1.37,1.82,16.75,26.25,-8.06
0.8328629999999997,-10.48,-7.72,-1.68,-1.62,1.19,2.27,17.56,24.5,-5.37
0.8549299999999995,-13.47,-10.06,-2.65,-1.92,1.18,2.63,17.56,24.5,-5.37
0.8699449999999995,-17.35,-13.65,-5.65,-1.86,1.21,2.33,17.56,24.5,-5.37
0.8925089999999996,-18.14,-13.32,-6.16,-1.19,1.12,1.53,16.5,22.56,-1.68
0.91486,-17.44,-11.66,-5.25,-0.58,0.62,1.24,16.5,22.56,-1.68
0.930078,-15.73,-9.61,-3.61,-0.31,0.22,1.32,14.25,19.5,0.56
0.9529920000000001,-14.8,-8.75,-3.01,-0.17,0.12,0.93,14.25,19.5,0.56
0.9674509999999996,-12.79,-8.09,-2.65,-0.16,0.04,0.51,14.25,19.5,0.56
0.9899949999999995,-11.71,-7.86,-2.6,-0.09,-0.11,0.27,11.37,16.68,2.0
