t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,rotation_speed_x,rotation_speed_y,rotation_speed_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
0.0,8.67,-2.35,3.15,-0.05,0.03,-0.04,-29.68,25.0,-19.75
0.030023999999997386,8.32,-2.29,3.5,0.0,0.08,0.04,-30.0,24.25,-20.87
0.04521700000000095,8.52,-1.68,3.57,0.04,0.13,0.04,-30.0,24.25,-20.87
0.05993999999999744,8.27,-2.17,3.77,-0.04,0.07,0.04,-30.68,25.0,-20.06
0.0824440000000024,8.22,-2.34,3.87,-0.02,0.06,0.0,-30.68,25.0,-20.06
0.12028800000000217,7.34,-2.38,4.3,0.03,0.02,0.13,-30.68,25.0,-20.06
0.134953000000003,8.42,-2.11,3.54,-0.07,0.0,0.05,-29.68,25.37,-19.75
0.14999800000000363,8.98,-2.13,3.16,-0.34,-0.07,-0.11,-29.68,25.37,-19.75
0.16499199999999803,9.42,-3.04,2.63,-0.44,-0.05,0.09,-30.0,24.68,-19.75
0.17994999999999806,8.69,-3.28,2.85,-0.3,-0.06,0.25,-30.0,24.68,-19.75
0.22574000000000183,8.31,-2.49,3.58,-0.15,-0.01,0.27,-30.0,24.68,-19.75
0.24039499999999947,8.86,-2.2,3.58,-0.27,0.12,0.06,-29.68,25.37,-18.87
0.2552749999999975,7.73,-4.03,4.17,-0.48,0.18,0.12,-29.68,25.37,-18.87
0.2701399999999978,7.9,-4.46,3.97,-0.44,0.09,0.22,-29.68,25.75,-19.37
0.2853630000000038,9.51,-3.93,3.81,-0.36,0.09,0.5,-29.68,25.75,-19.37
0.3079889999999992,8.75,-5.71,4.9,-0.49,0.36,0.52,-29.68,25.75,-19.37
0.3301310000000015,7.01,-7.79,5.35,-0.61,0.73,0.54,-30.0,26.18,-18.56
0.35291200000000345,0.41,-9.72,7.01,-0.38,0.54,1.05,-30.0,26.18,-18.56
0.36761200000000116,-1.51,-10.02,5.39,-0.44,0.12,-0.17,-28.5,28.0,-18.18
0.38264099999999956,-1.57,-12.34,-0.28,-0.38,-0.64,-1.59,-28.5,28.0,-18.18
0.39757099999999923,-3.16,-11.41,-2.38,0.52,-1.49,-1.59,-28.5,28.0,-18.18
0.43506200000000206,-6.15,-6.02,-1.98,1.52,-1.38,-2.19,-27.75,28.0,-17.75
0.44999599999999873,-6.76,0.21,0.4,2.0,-1.23,-3.7,-27.75,28.0,-17.75
0.4656230000000008,-1.97,6.54,-2.61,1.29,-1.32,-5.35,-32.18,26.18,-17.75
0.4800779999999989,3.14,11.93,-3.13,1.06,-1.78,-5.08,-32.18,26.18,-17.75
0.5028160000000028,3.71,15.29,-0.69,0.81,-1.98,-3.1,-32.18,26.18,-17.75
0.5406520000000015,8.06,20.43,0.25,0.0,-1.44,-3.64,-40.06,16.87,-16.56
0.5551349999999999,7.05,21.81,2.92,-0.29,-1.57,-3.92,-40.06,16.87,-16.56
0.5700310000000002,4.24,18.11,4.2,-1.52,-1.86,-2.91,-45.18,9.5,-14.25
0.5855099999999993,2.83,15.28,4.33,-2.21,-2.87,-1.75,-45.18,9.5,-14.25
0.600085,3.45,14.27,0.8,-2.39,-3.61,-0.44,-45.18,9.5,-14.25
0.6453500000000005,2.98,10.19,-1.74,-2.87,-4.43,1.07,-47.75,6.18,-7.25
0.660066999999998,0.5,4.01,-5.46,-3.47,-4.8,1.37,-47.75,6.18,-7.25
0.6751730000000009,-0.96,-1.57,-8.92,-3.19,-4.99,0.99,-51.0,8.56,-0.18
0.6900919999999999,1.44,-3.33,-12.46,-3.13,-5.48,0.68,-51.0,8.56,-0.18
0.7054559999999981,9.35,-7.47,-16.85,-3.09,-5.2,0.35,-51.0,8.56,-0.18
0.7427309999999991,8.21,-8.35,-18.21,-2.76,-4.18,1.07,-49.75,11.37,11.37
0.7581180000000032,0.67,-16.46,-18.84,-1.41,-3.97,0.78,-49.75,11.37,11.37
0.7805859999999996,4.87,-20.14,-25.0,-1.19,-4.55,-1.43,-46.68,12.5,21.37
0.7950230000000005,16.88,-16.17,-28.68,0.67,-4.54,-2.47,-46.68,12.5,21.37
0.8102330000000038,17.85,-10.97,-26.41,2.72,-3.79,-1.13,-46.68,12.5,21.37
0.840598,19.03,-4.07,-24.34,4.06,-3.0,-1.84,-42.0,10.68,28.5
0.855128999999998,23.28,-0.12,-27.91,3.63,-1.97,-3.26,-42.0,10.68,28.5
0.8704239999999999,28.82,7.22,-27.73,4.35,-0.25,-5.23,-36.06,12.06,30.56
0.8856359999999981,24.96,14.27,-21.75,5.56,0.63,-3.05,-36.06,12.06,30.56
0.9003760000000014,23.52,18.36,-16.73,5.76,1.54,-0.83,-36.06,12.06,30.56
0.9225490000000036,23.96,20.43,-14.72,4.45,2.58,-0.02,-35.0,11.18,28.18
0.9531840000000003,22.31,20.01,-16.22,3.29,3.08,0.61,-35.0,11.18,28.18
0.9676130000000001,13.41,17.51,-13.43,2.96,3.17,1.72,-37.06,13.75,22.87
0.982559000000002,8.75,16.89,-10.79,2.56,3.11,2.27,-37.06,13.75,22.87
0.9980910000000023,6.62,18.29,-7.68,1.62,3.58,2.18,-37.06,13.75,22.87
1.043101,4.59,18.02,-5.58,0.13,3.93,1.88,-39.75,18.06,17.37
1.0581910000000008,1.12,14.96,-3.07,-1.36,3.52,1.75,-39.75,18.06,17.37
1.0728319999999982,1.79,10.6,-2.77,-2.83,2.5,2.0,-41.0,22.18,10.25
1.0879139999999978,6.32,8.27,-5.49,-4.59,2.16,2.54,-41.0,22.18,10.25
1.1107300000000038,9.22,0.65,-7.71,-5.72,2.13,2.45,-41.0,22.18,10.25
1.1258819999999972,8.56,-4.42,-7.8,-5.28,2.71,1.32,-40.56,24.37,9.37
1.163454999999999,5.88,-3.87,-6.71,-4.02,2.53,1.28,-40.56,24.37,9.37
1.1857359999999986,4.47,-5.08,-11.31,-4.28,1.97,1.78,-38.68,28.5,12.5
1.2000420000000034,1.57,-19.14,-22.24,-4.45,1.32,0.81,-38.68,28.5,12.5
1.2151530000000008,1.27,-23.08,-22.64,-2.79,0.89,0.96,-38.68,28.5,12.5
1.2380070000000032,-1.8,-19.96,-18.28,-0.61,2.23,1.54,-37.18,28.18,15.18
1.2525990000000036,-0.31,-15.54,-14.27,0.4,3.63,-0.02,-37.18,28.18,15.18
1.2673950000000005,-2.54,-15.29,-11.39,1.64,4.09,0.06,-36.68,30.75,14.75
1.283065999999998,-7.83,-12.8,-6.14,3.06,4.16,-0.12,-36.68,30.75,14.75
1.2977550000000022,-5.51,-8.89,-5.07,3.65,3.66,-1.33,-36.68,30.75,14.75
1.320674000000004,-4.26,-4.3,-3.22,3.59,2.88,-1.51,-37.37,31.18,5.37
1.3577939999999984,-5.14,-3.92,-1.94,3.08,2.0,-2.13,-37.37,31.18,5.37
1.373033999999997,-4.3,-2.61,-1.28,2.96,1.48,-3.08,-39.0,27.25,-3.56
1.3880049999999997,-1.35,8.76,0.92,3.4,1.37,-4.02,-39.0,27.25,-3.56
1.4024879999999982,-0.15,12.06,4.09,4.01,1.34,-3.95,-39.0,27.25,-3.56
1.4177839999999975,5.37,15.56,5.69,3.25,0.61,-1.79,-41.06,22.06,-9.5
1.447533,6.94,12.87,7.07,2.41,0.13,0.93,-41.06,22.06,-9.5
1.462617999999999,7.76,12.86,7.13,2.03,0.05,0.6,-43.75,12.75,-14.0
1.4930969999999988,11.07,13.53,4.76,1.72,-0.24,-0.07,-43.75,12.75,-14.0
1.5075380000000038,13.71,13.05,3.23,1.26,-0.43,1.0,-43.75,12.75,-14.0
1.5226880000000023,12.07,9.01,3.88,0.3,-0.36,1.2,-42.87,11.68,-15.56
1.5606810000000024,11.27,4.25,1.87,-0.69,-0.09,0.21,-42.87,11.68,-15.56
1.5826199999999986,12.99,2.38,-1.08,-0.69,-0.2,-0.55,-43.25,11.56,-14.68
1.5980569999999972,13.33,2.11,-0.96,-0.39,-0.13,-0.12,-43.25,11.56,-14.68
1.613118,11.41,0.34,0.41,-0.21,0.02,0.64,-43.25,11.56,-14.68
1.6276399999999995,9.8,-0.64,1.4,-0.09,0.18,0.98,-43.18,12.25,-13.56
