t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,rotation_speed_x,rotation_speed_y,rotation_speed_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
0.0,-8.28,-5.01,-0.48,-0.19,-0.01,0.05,44.68,4.5,1.37
0.022659000000004426,-7.82,-4.63,-0.67,-0.14,-0.04,0.03,45.25,4.06,0.18
0.06750999999999863,-7.54,-4.45,-0.5,-0.24,-0.03,-0.02,45.25,4.06,0.18
0.08249500000000864,-7.07,-4.48,0.18,-0.35,-0.01,-0.52,44.68,4.5,1.75
0.09741400000000056,-7.14,-5.81,0.83,-0.44,0.03,-0.64,44.68,4.5,1.75
0.11245499999999709,-6.92,-7.32,1.3,-0.55,0.12,-0.78,44.68,4.5,1.75
0.12743400000000804,-7.04,-7.81,2.52,-0.46,-0.02,-0.74,44.25,6.0,0.18
0.14236499999999808,-7.39,-11.52,5.08,-0.86,-0.05,-0.78,44.25,6.0,0.18
0.17984599999999773,-7.48,-13.45,5.81,-0.42,0.25,-0.47,44.25,7.06,2.18
0.19491000000000724,-7.39,-13.91,5.87,0.21,0.52,-0.02,44.25,7.06,2.18
0.20992999999999995,-7.41,-14.49,2.66,1.02,1.07,0.32,44.25,7.06,2.18
0.2248870000000096,-8.28,-14.14,1.93,1.63,1.3,0.66,42.37,8.56,1.06
0.23983700000000852,-7.56,-12.89,1.55,1.34,1.45,1.11,42.37,8.56,1.06
0.25484300000000815,-7.21,-12.11,1.31,1.73,1.62,1.38,42.75,7.5,4.18
0.28491800000000467,-7.14,-10.11,-0.96,2.19,1.55,1.35,42.75,7.5,4.18
0.29983800000000826,-6.98,-9.1,-1.62,2.25,1.47,1.26,42.75,7.5,4.18
0.31488900000000797,-7.49,-8.52,-2.72,2.14,1.56,1.29,41.68,4.5,6.5
0.32982300000000464,-7.86,-6.74,-4.18,2.33,1.55,1.37,41.68,4.5,6.5
0.35240000000000293,-7.98,-6.6,-4.59,2.47,1.44,1.25,40.5,1.87,9.18
0.3748649999999998,-8.35,-5.81,-5.38,2.54,1.3,1.15,40.5,1.87,9.18
0.3898939999999982,-8.36,-5.52,-5.81,2.43,1.28,1.21,40.5,1.87,9.18
0.41237700000000643,-8.48,-3.34,-6.9,2.58,1.2,1.33,39.37,0.0,11.56
0.42736100000000476,-7.81,-0.9,-7.28,2.32,0.91,1.36,39.37,0.0,11.56
0.4805419999999998,-7.55,0.38,-7.89,1.99,0.83,1.08,38.68,-1.5,14.68
0.49503400000000397,-7.99,0.43,-7.8,1.76,0.84,0.9,38.68,-1.5,14.68
0.5104840000000053,-8.06,0.65,-6.9,1.27,0.94,0.98,38.68,-1.5,14.68
0.52548800000001,-7.47,1.37,-6.28,0.84,0.96,1.06,38.0,-2.18,15.06
0.5399170000000026,-6.96,2.52,-6.61,0.65,0.91,0.98,38.0,-2.18,15.06
0.5548750000000098,-6.64,3.65,-6.44,0.3,0.61,0.72,36.5,-3.68,18.18
0.5780010000000004,-6.49,3.31,-5.67,-0.04,0.22,0.32,36.5,-3.68,18.18
0.5923400000000072,-6.23,2.29,-4.01,-0.16,0.11,-0.03,36.5,-3.68,18.18
0.607639000000006,-6.15,2.21,-3.73,-0.33,0.32,-0.09,36.06,-4.5,19.25
0.6299489999999963,-5.82,1.24,-4.13,-0.21,0.45,-0.29,36.06,-4.5,19.25
0.6525110000000041,-5.43,1.25,-4.43,-0.43,0.93,-0.27,36.06,-5.68,19.25
0.6901480000000078,-4.57,2.06,-5.61,-0.56,1.37,-0.34,36.06,-5.68,19.25
0.7053780000000103,-3.65,2.37,-6.67,-0.53,1.34,-0.61,36.06,-5.68,19.25
0.720041000000009,-3.27,1.58,-6.89,-0.48,0.85,-1.08,35.18,-4.18,20.06
0.7353510000000085,-3.43,0.86,-8.26,-0.42,0.83,-1.37,35.18,-4.18,20.06
0.7501069999999999,-3.18,0.01,-7.59,-1.7,0.81,-1.47,34.0,-5.0,22.5
0.7875760000000014,-3.14,-1.66,-5.33,-2.75,0.3,-1.52,34.0,-5.0,22.5
0.8030300000000068,-3.95,-3.6,-4.98,-1.85,-0.14,-1.93,34.0,-5.0,22.5
0.8181519999999978,-3.08,-2.6,-3.62,-2.35,0.04,-1.84,33.68,-3.75,22.0
0.8328199999999981,-2.72,-2.96,-2.77,-2.86,0.39,-1.94,33.68,-3.75,22.0
0.8475329999999985,-3.75,-4.76,-4.46,-2.16,0.58,-2.58,33.56,-2.0,21.68
0.8704859999999996,-4.8,-6.99,-3.57,-2.32,0.43,-2.85,33.56,-2.0,21.68
0.8930090000000064,-6.42,-10.43,-0.47,-2.12,0.41,-2.88,33.56,-2.0,21.68
0.9074770000000001,-7.66,-12.49,-1.38,-1.65,0.71,-2.75,32.75,0.68,20.87
0.9306040000000024,-8.93,-13.88,-2.89,-1.24,1.25,-2.67,32.75,0.68,20.87
0.9525600000000054,-10.74,-16.26,-5.4,-1.33,1.84,-2.51,32.06,4.0,22.0
0.9900460000000066,-11.56,-17.12,-6.71,-1.15,1.95,-2.02,32.06,4.0,22.0
1.005195999999998,-12.65,-16.66,-8.77,-0.28,1.52,-1.69,32.06,4.0,22.0
1.020037000000002,-15.39,-19.8,-9.49,0.27,0.8,-1.52,29.18,8.5,24.37
1.0349950000000092,-16.17,-19.71,-10.65,0.63,0.65,-0.77,29.18,8.5,24.37
1.0513720000000006,-14.79,-17.34,-11.97,0.96,0.35,-0.02,26.5,10.56,25.87
1.0951080000000104,-12.77,-14.41,-12.85,1.6,-0.04,0.46,26.5,10.56,25.87
1.1098960000000062,-9.63,-10.38,-13.13,2.22,-0.86,0.72,26.5,10.56,25.87
1.1247129999999999,-8.02,-8.55,-12.87,2.31,-1.34,0.99,24.5,12.75,25.06
1.1397690000000011,-5.67,-6.2,-11.28,1.65,-1.27,1.25,24.5,12.75,25.06
1.1548700000000025,-4.3,-4.68,-11.34,0.69,-1.0,1.43,27.75,12.75,22.37
1.169832999999997,-3.09,-2.7,-11.04,0.57,-1.46,1.28,27.75,12.75,22.37
1.1923280000000034,-2.64,-2.61,-9.97,0.51,-2.32,0.95,27.75,12.75,22.37
1.2073540000000094,-2.14,-3.64,-8.11,0.32,-2.95,0.77,31.5,12.75,21.18
1.2374970000000047,-1.06,-2.98,-5.11,-0.51,-2.83,0.68,31.5,12.75,21.18
1.26745600000001,-1.2,-2.65,-3.89,-1.28,-2.26,0.43,33.75,10.56,18.06
1.3125770000000045,-1.37,-3.57,-2.48,-1.49,-2.26,0.2,33.75,10.56,18.06
1.327573000000001,-1.45,-3.66,-1.07,-0.97,-2.49,0.08,33.75,10.56,18.06
1.3428990000000027,-1.75,-4.0,1.6,-0.69,-2.75,-0.01,37.06,9.87,15.37
1.357982000000007,-2.31,-5.76,3.38,-1.16,-2.37,-0.22,37.06,9.87,15.37
1.3725940000000065,-3.18,-7.17,5.97,-1.27,-1.8,-0.19,40.06,8.75,11.0
1.410457000000008,-3.78,-7.43,7.25,-0.74,-1.38,-0.18,40.06,8.75,11.0
1.4256019999999978,-4.98,-9.22,9.0,-0.06,-1.26,-0.35,40.06,8.75,11.0
1.4399549999999977,-5.38,-10.49,9.56,0.01,-0.63,-0.33,41.18,9.87,7.56
1.4551080000000098,-5.71,-12.52,8.07,0.3,0.0,-0.15,41.18,9.87,7.56
1.4701330000000041,-5.09,-11.94,6.01,0.74,0.55,0.19,42.0,10.25,6.75
1.485278000000008,-4.97,-11.87,4.74,1.0,0.89,0.27,42.0,10.25,6.75
1.5156270000000092,-5.07,-12.21,3.61,1.26,1.02,0.31,42.0,10.25,6.75
1.530625999999998,-5.35,-12.72,3.36,1.6,1.11,0.46,42.0,10.56,6.5
1.5452960000000076,-5.31,-12.19,3.01,2.08,1.24,0.64,42.0,10.56,6.5
1.5601000000000056,-5.56,-12.17,2.64,2.34,1.54,0.66,40.0,9.06,7.68
1.5748750000000058,-6.33,-12.38,1.28,2.44,1.94,0.6,40.0,9.06,7.68
1.6131000000000029,-7.19,-12.31,0.49,2.75,2.01,0.64,40.0,9.06,7.68
1.6276880000000062,-8.27,-13.28,0.22,3.11,2.03,0.82,38.5,7.56,8.5
1.6430119999999988,-8.19,-12.89,-1.59,3.53,2.15,1.03,38.5,7.56,8.5
1.6575700000000069,-7.67,-12.16,-2.75,3.45,2.53,1.22,35.87,6.5,14.37
1.6723510000000061,-6.01,-10.95,-5.22,2.99,2.86,1.67,35.87,6.5,14.37
1.7106220000000008,-3.52,-7.62,-7.75,2.89,2.82,2.17,35.87,6.5,14.37
1.7253180000000015,-2.27,-3.94,-12.06,3.55,2.37,1.96,33.37,6.0,14.25
1.7400640000000038,-2.85,-1.52,-16.09,2.84,2.33,1.48,33.37,6.0,14.25
1.7549259999999975,-5.05,-1.18,-18.05,1.52,2.01,1.11,31.5,3.37,18.56
1.7705059999999975,-5.15,0.06,-15.74,0.46,1.57,1.4,31.5,3.37,18.56
1.7933500000000038,-5.33,3.86,-14.43,0.51,1.05,1.12,31.5,3.37,18.56
1.807493000000008,-6.84,1.95,-12.6,0.1,0.32,0.4,29.25,3.37,21.25
1.8305930000000075,-7.71,-0.24,-11.01,-0.75,0.04,0.16,29.25,3.37,21.25
1.8523629999999969,-7.61,-1.78,-6.94,-0.87,-0.39,0.05,28.18,1.56,23.5
1.8674469999999985,-7.63,-2.19,-4.45,-0.68,-0.67,-0.1,28.18,1.56,23.5
