t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,rotation_speed_x,rotation_speed_y,rotation_speed_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
1351.303563,0.05,0.31,-9.77,0.0,0.0,0.0,-35.56,13.68,33.37
1351.323544,0.09,0.28,-9.81,0.0,0.0,0.0,-35.56,13.68,33.37
1351.347573,-0.18,0.35,-9.11,0.0,0.0,0.0,-35.56,13.68,33.37
1351.367344,-0.12,0.36,-9.36,0.0,0.0,0.0,-35.56,14.06,33.0
1351.39167,0.2,0.3,-9.69,0.02,0.01,0.0,-35.56,14.06,33.0
1351.415638,-0.03,0.28,-9.63,0.0,0.0,0.0,-35.18,13.0,34.06
1351.435561,-0.13,0.26,-9.75,0.0,0.0,0.0,-35.18,13.0,34.06
1351.459628,0.1,0.32,-9.61,0.0,0.0,0.0,-35.18,13.0,34.06
1351.483628,0.2,0.28,-9.9,0.0,0.0,0.0,-36.25,13.25,32.56
1351.503626,0.07,0.31,-9.69,0.0,0.0,0.0,-36.25,13.25,32.56
1351.527645,-0.15,0.35,-9.71,0.0,0.0,0.0,-36.25,13.68,33.0
1351.55164,-0.14,0.36,-9.69,0.0,0.0,0.0,-36.25,13.68,33.0
1351.571625,-0.01,0.35,-9.77,0.0,0.0,0.0,-36.25,13.68,33.0
1351.595616,0.17,0.33,-9.75,0.0,0.0,0.0,-35.87,12.56,33.0
1351.615638,0.11,0.27,-9.89,0.0,0.0,0.0,-35.87,12.56,33.0
1351.63963,0.02,0.24,-9.72,0.0,0.0,0.0,-35.87,13.25,33.0
1351.663626,-0.05,0.24,-9.78,0.0,0.0,0.0,-35.87,13.25,33.0
1351.683629,-0.04,0.28,-9.71,0.0,0.0,0.0,-35.87,13.25,33.0
1351.70763,0.02,0.3,-9.85,0.0,0.0,0.0,-35.56,13.0,32.56
1351.731639,0.07,0.36,-9.75,0.0,0.0,0.0,-35.56,13.0,32.56
1351.751647,0.05,0.35,-9.86,0.0,0.0,0.0,-35.87,13.25,33.37
1351.77574,0.03,0.32,-9.85,0.0,0.0,0.0,-35.56,13.25,32.18
1351.795759,0.06,0.33,-9.74,0.0,0.0,0.0,-35.56,13.68,33.37
1351.819428,0.06,0.33,-9.85,0.0,0.0,0.0,-35.56,13.68,33.37
1351.843727,0.03,0.31,-9.77,0.0,0.0,0.0,-35.56,13.68,33.37
1351.863716,0.0,0.25,-9.75,0.0,0.0,0.0,-35.56,14.06,33.0
1351.887684,0.0,0.27,-9.74,0.0,0.0,0.0,-35.56,14.06,33.0
