t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,rotation_speed_x,rotation_speed_y,rotation_speed_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
1204.236016,0.04,0.25,-9.77,0.0,0.0,0.0,-21.25,24.68,31.87
1204.255757,0.02,0.24,-9.76,0.0,0.0,0.0,-20.87,25.5,32.25
1204.27986,0.01,0.27,-9.75,0.0,0.0,0.0,-21.25,25.06,32.25
1204.299871,-0.02,0.26,-9.76,0.0,0.0,0.0,-21.68,25.87,31.87
1204.335849,0.02,0.23,-9.77,0.0,0.0,0.0,-21.68,25.87,31.87
1204.359852,0.08,0.25,-9.78,0.0,0.0,0.0,-21.68,25.87,31.87
1204.379697,0.06,0.25,-9.78,0.0,0.0,0.0,-20.18,25.5,30.68
1204.403827,0.04,0.23,-9.77,0.0,0.0,0.0,-20.18,25.5,30.68
1204.423797,0.03,0.27,-9.76,0.0,0.0,0.0,-21.25,25.87,31.5
1204.447802,0.02,0.28,-9.8,0.0,0.0,0.0,-21.25,25.87,31.5
1204.471803,0.06,0.3,-9.77,0.0,0.0,0.0,-21.25,25.87,31.5
1204.491796,0.04,0.25,-9.83,0.0,0.0,0.0,-21.25,25.5,31.87
1204.515717,0.03,0.24,-9.77,0.0,0.0,0.0,-21.25,25.5,31.87
1204.539891,0.02,0.21,-9.81,0.0,0.0,0.0,-22.0,25.06,32.68
1204.55987,0.03,0.25,-9.76,0.0,0.0,0.0,-22.0,25.06,32.68
1204.583853,0.05,0.26,-9.77,0.0,0.0,0.0,-22.0,25.06,32.68
1204.603817,0.07,0.31,-9.76,0.0,0.0,0.0,-21.25,25.5,31.06
1204.627825,0.04,0.27,-9.77,0.0,0.0,0.0,-21.25,25.5,31.06
1204.651814,0.01,0.23,-9.76,0.0,0.0,0.0,-21.68,26.18,31.06
1204.671869,0.01,0.22,-9.78,0.0,0.0,0.0,-21.68,26.18,31.06
1204.695919,0.06,0.23,-9.77,0.0,0.0,0.0,-21.68,26.18,31.06
1204.715902,1.26,-2.43,-9.86,0.0,0.0,0.17,-21.68,25.5,31.5
1204.739817,1.28,-1.91,-9.83,0.0,0.0,0.37,-21.68,25.5,31.5
1204.763796,0.86,-1.47,-10.0,-0.03,0.0,0.56,-21.18,25.5,31.87
1204.78391,0.81,-0.88,-9.76,-0.01,0.0,0.64,-21.18,25.5,31.87
1204.80789,1.02,-1.07,-9.77,0.0,0.0,0.67,-20.37,25.5,31.5
