t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
198.731831,-0.16,0.37,-9.86,0.016235,0.66272,-0.748474,-0.016602
198.755939,-0.18,0.34,-9.86,0.015991,0.662354,-0.74884,-0.016663
198.77726,-0.15,0.34,-10.14,0.015808,0.662292,-0.748901,-0.016724
198.79988,-0.14,0.4,-9.74,0.016113,0.661499,-0.749634,-0.016724
198.822259,-0.09,0.31,-10.01,0.016541,0.66156,-0.749512,-0.016785
198.844758,-7.55,-4.4,-9.72,0.016602,0.661926,-0.749207,-0.016846
198.867497,-5.84,2.79,-9.84,0.016418,0.660278,-0.750671,-0.016846
198.889555,-5.58,1.93,-9.84,0.015869,0.660217,-0.750671,-0.018433
198.912097,-6.93,2.61,-9.27,0.014771,0.661499,-0.749573,-0.019775
198.934396,-1.15,0.65,-9.13,0.014954,0.662659,-0.748535,-0.020264
198.95708,-0.74,0.05,-10.3,0.015869,0.657654,-0.75293,-0.018494
198.97994,-0.09,0.39,-9.84,0.016296,0.64917,-0.760254,-0.016418
199.001976,2.21,-0.24,-9.71,0.016113,0.638672,-0.769104,-0.016235
199.024561,3.89,-1.38,-9.76,0.016174,0.628784,-0.777222,-0.016113
199.047262,6.28,-1.92,-10.17,0.016174,0.621399,-0.783142,-0.016113
199.069541,4.78,-1.61,-9.83,0.016357,0.615173,-0.788086,-0.016052
199.092134,7.15,-1.44,-10.07,0.016541,0.607788,-0.793762,-0.016174
199.114444,-1.18,-5.57,-9.9,0.016846,0.602417,-0.797791,-0.016907
199.137087,2.86,-3.51,-9.92,0.016052,0.604797,-0.796021,-0.017639
199.159607,2.99,-3.73,-9.85,0.015442,0.609802,-0.792175,-0.017761
199.182761,1.96,-4.72,-9.94,0.015198,0.612915,-0.789795,-0.017334
199.204695,1.0,-5.29,-9.94,0.015686,0.616394,-0.78717,-0.016052
199.227183,0.67,-3.54,-9.46,0.015198,0.620178,-0.78418,-0.014954
199.250077,-2.19,-2.79,-9.69,0.015686,0.626953,-0.778748,-0.015686
199.272159,-2.36,5.63,-9.22,0.012817,0.665588,-0.746033,-0.014709
199.29463,-3.81,6.3,-10.78,0.011353,0.667908,-0.744019,-0.013062
199.317313,-4.46,9.36,-8.69,0.010193,0.670349,-0.741882,-0.011719
199.340397,-2.63,7.58,-9.82,0.010193,0.673035,-0.739502,-0.01178
199.362072,0.76,5.43,-12.3,0.009949,0.677979,-0.734924,-0.011353
199.384593,0.01,6.64,-13.6,0.007385,0.680115,-0.733032,-0.003662
199.407048,-0.96,4.88,-9.96,0.013367,0.677124,-0.735718,0.006531
199.429411,-1.68,4.01,-7.89,0.017761,0.674133,-0.738342,0.009705
199.451981,2.45,1.77,-10.11,0.018799,0.67627,-0.736389,-0.005005
199.474545,2.72,1.28,-9.42,0.020569,0.682312,-0.730469,-0.021118
199.497308,-0.71,1.31,-7.71,0.027832,0.685974,-0.726685,-0.024353
199.519599,-0.19,-0.61,-7.45,0.035889,0.687866,-0.724487,-0.025574
199.542041,0.48,-1.56,-8.07,0.037659,0.686951,-0.725281,-0.026001
199.564665,2.43,-1.79,-9.77,0.035217,0.684204,-0.728088,-0.023865
199.587094,0.94,-2.41,-10.51,0.035034,0.681396,-0.730774,-0.020935
199.609426,-2.61,-2.49,-7.29,0.033691,0.677612,-0.734436,-0.017639
199.632361,-5.89,-2.02,-6.7,0.026855,0.672607,-0.739258,-0.019165
199.654661,1.8,-0.75,-8.23,0.013672,0.672852,-0.739258,-0.024597
199.677136,-0.28,-1.29,-10.42,0.013062,0.675964,-0.736633,-0.016357
199.699766,-3.58,-1.69,-9.73,0.01355,0.674255,-0.738159,-0.016479
199.72204,-4.09,0.25,-9.92,0.01355,0.671997,-0.740234,-0.016541
199.744703,-4.26,0.82,-9.83,0.01355,0.667847,-0.744019,-0.017029
199.767381,-3.23,1.38,-9.88,0.013428,0.664246,-0.747192,-0.017029
199.789446,-3.79,1.36,-9.81,0.013489,0.659424,-0.751465,-0.016785
199.812232,5.15,-0.93,-9.94,0.01416,0.629211,-0.776917,-0.016296
199.834554,5.87,-0.13,-9.86,0.014221,0.621826,-0.782837,-0.016113
199.857295,2.94,0.16,-10.02,0.014343,0.615906,-0.787537,-0.016052
199.879743,2.75,-0.04,-9.9,0.014404,0.611389,-0.791016,-0.01593
199.902019,0.23,0.24,-9.91,0.014404,0.609924,-0.792175,-0.015747
199.924523,-0.04,0.35,-9.85,0.014404,0.609741,-0.792297,-0.015686
199.947267,-0.25,0.39,-9.89,0.014282,0.610046,-0.792114,-0.015869
199.97,-0.16,0.35,-9.85,0.013733,0.611389,-0.791016,-0.016235
