t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
6.209353,-0.05,0.14,-9.89,0.005066,-0.101135,-0.994812,-0.007812
6.231965,-0.1,0.17,-9.88,0.004944,-0.101135,-0.994812,-0.007874
6.25425,0.65,0.07,-9.99,0.00354,-0.10553,-0.994385,-0.008118
6.276525,0.77,-0.03,-10.08,0.00238,-0.113647,-0.993469,-0.008057
6.299445,1.51,-1.28,-9.91,0.002136,-0.118896,-0.992859,-0.008118
6.321723,-0.26,-2.42,-9.9,0.002136,-0.116516,-0.993164,-0.007996
6.34449,-0.43,-3.78,-9.92,0.001831,-0.110901,-0.993835,-0.007263
6.366726,-1.7,-4.12,-9.76,0.001892,-0.10022,-0.994934,-0.00592
6.389282,-2.49,-4.28,-9.82,0.002319,-0.085632,-0.996338,-0.005371
6.411899,-3.96,-4.08,-9.55,0.002136,-0.070984,-0.997437,-0.004456
6.434353,-5.39,-0.18,-8.18,0.002502,-0.056396,-0.998413,-0.002075
6.456698,-4.54,-0.56,-9.19,0.002197,-0.040039,-0.999207,-0.001282
6.479162,-3.94,1.51,-9.88,0.001953,-0.024475,-0.999695,-0.001526
6.501585,-3.43,5.03,-9.5,0.00177,-0.010498,-0.999939,-0.001831
6.524466,-2.02,5.09,-10.07,0.002014,0.002319,-1.0,-0.002136
6.546531,-1.34,6.73,-10.18,0.002136,0.00885,-0.999939,-0.002197
6.569233,-0.69,5.62,-9.9,0.00238,0.017212,-0.999817,-0.002136
6.592143,-0.32,6.92,-9.92,0.002258,0.024048,-0.999695,-0.002319
6.614194,2.31,7.04,-10.26,0.001404,0.02594,-0.999634,-0.002197
6.636814,4.66,6.16,-9.85,0.000916,0.017273,-0.999817,-0.002258
6.6593,4.83,4.99,-8.71,0.000732,0.002563,-1.0,-0.00293
6.681463,6.13,1.53,-9.69,0.000366,-0.014343,-0.999878,-0.005127
6.70416,7.97,0.74,-10.49,0.000305,-0.030701,-0.999512,-0.005127
6.726988,4.28,-3.6,-10.09,0.000366,-0.049988,-0.998718,-0.005737
6.749171,-0.73,-4.32,-9.84,0.000854,-0.0755,-0.997131,-0.005432
6.772875,-1.53,-2.75,-9.53,0.00177,-0.101562,-0.994812,-0.003235
6.795436,-4.33,-2.71,-9.46,0.001709,-0.103271,-0.994629,-0.002197
6.816658,-5.85,0.86,-9.8,0.001892,-0.102417,-0.994751,-0.002075
6.839382,-3.76,2.58,-9.88,0.001953,-0.106201,-0.994324,-0.002136
6.861609,-8.35,0.16,-9.67,0.003845,-0.098206,-0.995178,-0.002441
6.884361,-5.3,2.97,-9.61,0.003479,-0.096558,-0.9953,-0.00238
6.906766,-3.36,2.65,-10.45,0.004089,-0.097717,-0.995178,-0.003845
6.929128,-2.5,3.07,-9.67,0.003357,-0.099182,-0.995056,-0.004517
6.951877,-1.92,2.1,-9.61,0.002991,-0.094666,-0.995483,-0.004333
6.975428,-0.95,-0.39,-9.71,0.002747,-0.091858,-0.995728,-0.00592
6.996739,-0.3,-1.94,-9.89,0.003662,-0.092651,-0.995667,-0.006775
7.019305,-0.13,-2.93,-10.39,0.003479,-0.09552,-0.995422,-0.006775
7.041538,0.56,-3.05,-9.92,0.002991,-0.094666,-0.995483,-0.006287
7.064378,-1.56,-1.44,-9.78,0.002441,-0.093811,-0.995544,-0.005798
7.086952,2.5,-2.54,-10.07,0.00177,-0.087891,-0.996094,-0.005493
7.109325,2.5,-4.25,-10.15,0.001953,-0.081909,-0.996643,-0.005981
7.131832,2.8,-5.04,-10.18,0.001343,-0.075439,-0.997131,-0.006042
7.154201,1.2,-5.8,-9.73,0.001099,-0.064697,-0.997864,-0.006348
7.176464,1.92,-2.98,-10.5,0.000977,-0.054321,-0.998474,-0.006348
7.199359,1.64,-2.08,-10.64,0.000732,-0.047424,-0.99884,-0.005676
7.221472,2.86,-5.81,-9.4,0.000671,-0.042969,-0.999084,-0.005737
7.2445,0.45,-4.15,-10.48,0.001099,-0.048035,-0.99884,-0.004639
7.266781,-0.32,2.89,-9.84,0.001709,-0.054993,-0.998474,-0.00177
7.289172,-0.41,1.57,-9.86,0.001526,-0.045593,-0.998962,-0.001526
7.334259,0.53,8.36,-9.99,0.00116,0.00885,-0.999939,-0.002319
7.356647,0.36,5.49,-10.19,0.001282,0.014404,-0.999878,-0.005005
