t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
24.806367,-0.11,0.17,-9.86,0.003174,0.13031,0.991455,0.007019
24.828457,-0.13,0.15,-9.91,0.003052,0.130249,0.991455,0.007019
24.848825,-0.13,0.15,-9.86,0.002991,0.130249,0.991455,0.007019
24.871895,-0.13,0.18,-9.85,0.002991,0.130249,0.991455,0.007019
24.894165,0.3,-0.46,-9.73,0.003967,0.14093,0.98999,0.006714
24.918081,1.05,0.22,-9.73,0.005249,0.145081,0.98938,0.007324
24.940622,3.23,-1.31,-10.49,0.004822,0.142639,0.989685,0.010193
24.962977,1.2,-4.42,-9.91,0.004639,0.134094,0.990906,0.010925
24.985435,-1.09,-4.84,-10.58,0.004272,0.126587,0.991882,0.010742
25.008131,-1.48,-6.01,-9.78,0.003052,0.113831,0.993469,0.00708
25.03039,-3.15,-6.17,-7.71,0.004822,0.102905,0.99469,0.00177
25.052938,-2.99,-2.06,-9.77,0.005432,0.087891,0.996094,0.000671
25.075537,-4.63,0.07,-9.73,0.005737,0.069946,0.997559,0.000488
25.098003,-3.92,2.63,-9.86,0.005798,0.047913,0.99884,-6.1e-05
25.120472,-3.06,3.9,-9.49,0.006165,0.025635,0.999634,-6.1e-05
25.143864,-1.35,8.92,-9.72,0.006165,0.006958,0.999939,0.000183
25.166271,-2.02,4.22,-9.86,0.005798,-0.008545,0.999939,0.000305
25.18879,-1.49,4.13,-10.45,0.00531,-0.018127,0.999817,0.002625
25.211009,1.71,5.46,-9.69,0.005371,-0.021484,0.999756,0.003723
25.233788,0.91,7.39,-10.36,0.005493,-0.020081,0.999756,0.00293
25.256269,7.16,9.09,-9.68,0.006287,-0.010986,0.999939,0.00116
25.279,7.16,6.0,-11.11,0.006714,0.005493,0.999939,0.002625
25.301172,4.34,2.25,-9.85,0.006714,0.023438,0.999695,0.004822
25.323798,1.99,-4.17,-10.13,0.006348,0.041199,0.999084,0.005859
25.346449,1.05,-5.67,-9.76,0.006531,0.058472,0.99823,0.005066
25.368924,-1.18,-3.72,-10.29,0.006348,0.078003,0.996948,0.002991
25.391397,-2.27,-4.32,-9.38,0.005676,0.093079,0.995667,0.000977
25.412865,-4.72,-6.31,-9.53,0.005798,0.095276,0.995422,0.001038
25.435724,-6.71,0.15,-9.35,0.005493,0.076599,0.99707,0.000793
25.458215,-5.15,2.88,-9.27,0.005676,0.075806,0.997131,0.000793
25.480654,-4.04,2.88,-9.71,0.005554,0.075928,0.99707,0.000977
25.503043,-3.47,4.13,-10.19,0.005615,0.077148,0.997009,0.001892
25.525492,-2.06,3.11,-9.84,0.00592,0.07312,0.997314,0.001465
25.547697,-1.67,2.7,-9.69,0.006165,0.070312,0.997498,0.001282
25.580005,0.08,-0.28,-10.29,0.006653,0.070801,0.997498,0.002014
25.602764,0.5,-1.5,-9.61,0.006714,0.073242,0.997314,0.002991
25.626475,0.12,-2.1,-9.66,0.006348,0.077515,0.996948,0.002686
25.649141,-0.06,-1.95,-9.71,0.00647,0.083069,0.996521,0.002686
25.672256,1.36,-4.98,-9.8,0.006348,0.082886,0.996521,0.002686
25.694345,0.73,-4.48,-10.19,0.00647,0.078369,0.996887,0.003418
25.716616,2.25,-5.31,-9.64,0.006836,0.071106,0.997437,0.003906
25.739343,2.93,-6.57,-9.78,0.007019,0.061707,0.998047,0.004272
25.761955,3.25,-3.51,-9.63,0.006836,0.054626,0.998474,0.004028
25.784363,3.01,-2.2,-9.85,0.006897,0.049927,0.998718,0.003723
25.807426,3.09,-3.75,-9.73,0.00708,0.046448,0.998901,0.003723
25.829209,3.11,-3.49,-10.79,0.007141,0.043457,0.999023,0.003906
25.851773,2.46,-0.47,-10.26,0.006775,0.045471,0.998962,0.003235
25.8751,-0.11,5.22,-9.88,0.00708,0.044617,0.998962,0.004761
25.896554,-0.86,4.7,-10.02,0.006897,0.035278,0.999329,0.005249
25.919254,-1.46,1.49,-9.88,0.006897,0.031555,0.999451,0.005066
