t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
17.629329,-0.14,0.19,-9.86,0.000366,-0.528259,0.848938,0.014832
17.652211,-0.17,0.19,-9.84,0.000549,-0.527283,0.849609,0.014587
17.675373,0.2,0.31,-9.94,0.000488,-0.526062,0.850281,0.014587
17.696848,0.24,0.36,-9.94,0.000305,-0.524414,0.851318,0.014526
17.719485,0.17,0.08,-9.77,0.0,-0.522705,0.852417,0.014465
17.741802,0.25,-0.08,-9.76,0.000305,0.520386,-0.853821,-0.014343
17.764725,0.3,-0.04,-9.8,0.00061,0.520264,-0.853882,-0.014099
17.787019,0.85,-1.17,-9.91,0.00061,0.521423,-0.85321,-0.01416
17.80962,1.12,-1.85,-9.66,0.00061,0.524658,-0.851196,-0.01416
17.83221,0.52,-2.34,-9.64,0.000854,0.531067,-0.847229,-0.014221
17.854536,-0.09,-2.2,-9.94,0.001099,0.539795,-0.841675,-0.014893
17.876924,-0.64,-1.77,-9.61,0.001404,0.550049,-0.834961,-0.015015
17.899498,-2.08,-0.74,-9.74,0.001343,0.562561,-0.826599,-0.015015
17.921982,-2.38,-0.13,-10.11,0.001343,0.575806,-0.817444,-0.015503
17.944831,-3.11,0.47,-9.55,0.000916,0.58783,-0.808838,-0.015503
17.967102,-3.66,1.56,-9.74,0.001404,0.598083,-0.80127,-0.015625
17.989643,-3.79,1.29,-9.61,0.000916,0.604736,-0.796265,-0.015442
18.01214,-4.3,1.57,-9.92,0.000916,0.607971,-0.793823,-0.015076
18.034678,-3.44,0.89,-9.61,0.000732,0.607483,-0.794189,-0.014893
18.057054,-3.04,0.57,-9.89,0.000549,0.60437,-0.79657,-0.015137
18.079687,-2.22,0.1,-9.65,0.000732,0.598633,-0.800903,-0.014893
18.102034,-2.47,-0.32,-10.18,0.000977,0.592346,-0.805542,-0.014709
18.124782,1.49,-1.89,-9.77,0.000183,0.560364,-0.828125,-0.014526
18.147245,1.55,-1.65,-9.71,0.000183,0.553101,-0.833008,-0.014343
18.169406,2.41,-2.45,-10.81,0.000488,0.5495,-0.835388,-0.014282
18.192874,2.44,-1.84,-9.94,6.1e-05,0.547852,-0.836426,-0.014282
18.214706,3.05,-1.85,-10.02,0.000305,-0.546204,0.837524,0.014221
18.236864,4.7,-1.89,-9.97,0.001038,-0.545593,0.837952,0.01416
18.259607,4.68,-1.53,-9.57,0.001221,-0.546692,0.837219,0.014282
18.282087,5.04,-0.86,-9.88,0.001404,-0.550232,0.8349,0.014587
18.304558,4.57,0.1,-10.01,0.001526,-0.556702,0.830566,0.014587
18.327023,4.79,1.09,-10.25,0.001648,-0.565857,0.824402,0.014648
18.349391,4.33,1.46,-9.46,0.001892,-0.574524,0.818359,0.014282
18.372107,3.25,1.95,-10.07,0.002136,-0.582458,0.812744,0.014099
18.394467,1.75,3.13,-10.18,0.002075,-0.589294,0.8078,0.013977
18.416861,0.7,3.42,-10.41,0.002197,-0.59552,0.803223,0.013855
18.439519,-1.04,4.13,-9.6,0.00238,-0.599792,0.800049,0.014038
18.461954,-4.17,5.8,-10.03,0.002258,-0.60083,0.799255,0.014465
18.507076,-3.56,5.76,-10.19,0.002136,-0.602295,0.798157,0.014343
18.529363,-4.26,3.87,-9.75,0.00116,-0.582947,0.812378,0.013916
18.552052,-3.94,3.27,-9.56,0.000916,-0.576538,0.816956,0.013916
18.57447,-3.06,2.67,-9.36,0.000916,-0.564392,0.825378,0.014038
18.596916,-2.13,1.62,-9.57,0.00061,-0.554321,0.832153,0.014526
18.619367,-1.12,0.61,-9.96,6.1e-05,-0.540833,0.841003,0.014893
18.641984,-0.83,-0.19,-10.15,0.000244,0.528137,-0.84906,-0.014099
18.664731,-0.13,-0.3,-9.78,0.000916,0.515869,-0.856506,-0.01416
18.687049,1.39,-1.81,-10.07,0.000854,0.503967,-0.863586,-0.013855
18.709351,1.5,-2.0,-9.06,0.000671,0.494751,-0.868896,-0.013916
18.734058,2.6,-3.24,-10.08,0.000793,0.484985,-0.87439,-0.014099
18.754687,2.72,-3.78,-10.01,0.000671,0.479492,-0.877441,-0.013977
18.776953,2.27,-3.52,-9.73,0.000916,0.475525,-0.879578,-0.013916
18.799548,2.41,-3.58,-9.61,0.00061,0.472473,-0.881226,-0.013977
18.822317,2.21,-3.45,-10.02,0.000671,0.471924,-0.881531,-0.014038
18.844672,2.02,-3.46,-10.11,0.001038,0.473022,-0.880981,-0.007935
18.867343,1.03,-2.34,-9.88,0.000671,0.48291,-0.87561,-0.007935
18.889519,-0.33,-1.66,-9.94,0.000488,0.491394,-0.870911,-0.008057
18.912196,-1.51,-1.05,-9.63,0.00061,0.49823,-0.867004,-0.008301
18.93466,-1.85,-0.25,-9.5,0.000916,0.50238,-0.864624,-0.008789
