t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
19.283397,-0.31,2.95,-9.84,0.006042,0.987366,-0.156067,-0.027344
19.305825,-0.06,1.03,-9.85,0.005676,0.986694,-0.160095,-0.027161
19.328295,2.94,4.91,-9.81,0.004883,0.986328,-0.162476,-0.027283
19.351022,-0.69,5.28,-9.5,0.004944,0.984253,-0.174683,-0.027222
19.373688,-1.45,1.68,-8.81,0.00647,0.9823,-0.185181,-0.027039
19.395788,-2.14,2.74,-9.15,0.006531,0.981567,-0.188965,-0.027039
19.418575,-2.25,3.69,-10.32,0.006348,0.982239,-0.185425,-0.027161
19.440938,-1.82,3.04,-9.43,0.005798,0.984192,-0.174927,-0.0271
19.463655,-1.12,-0.14,-8.88,0.005371,0.986511,-0.161316,-0.027161
19.486045,-3.12,-0.21,-10.02,0.005249,0.98822,-0.150696,-0.0271
19.508476,-4.38,-1.45,-8.77,0.005066,0.989197,-0.143982,-0.027161
19.530848,-3.78,-2.5,-7.75,0.005127,0.989746,-0.140259,-0.027405
19.553506,-3.26,-1.76,-9.22,0.005066,0.989868,-0.139282,-0.027588
19.57582,-0.89,-1.67,-10.02,0.005188,0.989685,-0.14032,-0.027893
19.599391,-3.02,-1.12,-8.42,0.005188,0.989502,-0.141846,-0.027954
19.62217,-1.54,-3.07,-9.26,0.00531,0.98938,-0.142517,-0.028198
19.643751,1.64,-4.96,-10.54,0.00531,0.989319,-0.143066,-0.028259
19.667207,2.0,-4.16,-10.81,0.005371,0.989197,-0.143799,-0.028259
19.688475,1.76,-3.71,-10.06,0.005737,0.988647,-0.147522,-0.028259
19.711041,2.12,-4.34,-10.03,0.006042,0.988037,-0.151306,-0.028687
19.733566,3.68,-3.44,-9.73,0.006531,0.987183,-0.156921,-0.029358
19.755852,2.04,-1.64,-10.16,0.006958,0.985474,-0.167236,-0.029846
19.783546,2.46,0.2,-9.48,0.007141,0.983582,-0.177795,-0.029968
19.802866,2.52,-0.6,-9.92,0.007385,0.981384,-0.189697,-0.029907
19.823285,4.55,2.7,-10.28,0.007812,0.980042,-0.196411,-0.029846
19.846085,0.71,1.65,-9.67,0.007935,0.96814,-0.248596,-0.029663
19.868602,0.71,3.02,-9.67,0.007629,0.967896,-0.249451,-0.02948
19.891091,3.23,3.27,-9.94,0.007324,0.968811,-0.245972,-0.029785
19.913752,1.52,4.86,-9.94,0.007141,0.967468,-0.251038,-0.029846
19.935782,0.18,4.26,-9.67,0.007629,0.964844,-0.261108,-0.028381
19.958608,-0.34,3.87,-9.73,0.007629,0.962769,-0.268677,-0.028198
19.980853,0.01,3.35,-9.82,0.007568,0.962891,-0.268372,-0.028015
20.003534,0.59,5.07,-9.94,0.007385,0.9646,-0.262207,-0.027771
20.026392,-0.74,7.28,-9.69,0.007202,0.966309,-0.255798,-0.027771
20.048341,-3.46,5.72,-9.55,0.007385,0.967712,-0.250305,-0.027893
20.071019,-2.04,4.23,-9.83,0.006775,0.971313,-0.236084,-0.028076
20.093645,-3.3,2.56,-9.83,0.005676,0.976257,-0.214783,-0.028137
20.115743,-3.27,3.48,-9.13,0.004883,0.982117,-0.186096,-0.02832
20.138521,-3.59,2.54,-10.08,0.00415,0.987244,-0.156555,-0.028198
20.160854,-3.63,1.1,-11.21,0.003662,0.990845,-0.13208,-0.028076
20.183496,-4.2,-0.49,-9.56,0.003052,0.992554,-0.118469,-0.028137
20.206017,-3.99,-1.69,-9.17,0.003235,0.992493,-0.118896,-0.028198
20.228124,-3.44,-3.98,-10.18,0.003906,0.991272,-0.128784,-0.02832
20.251018,-6.38,-11.12,-10.58,0.004517,0.990051,-0.137756,-0.02832
20.273587,-0.66,-8.32,-9.63,0.004211,0.99176,-0.124817,-0.028381
20.295877,2.61,-6.04,-9.73,0.003357,0.993958,-0.10614,-0.028259
20.318525,3.23,-2.72,-9.63,0.003235,0.994568,-0.100281,-0.028198
20.341064,4.32,-0.9,-9.86,0.003296,0.994446,-0.101318,-0.028259
20.36374,4.34,-0.72,-10.16,0.003479,0.993591,-0.109375,-0.028137
20.386041,2.84,-0.06,-9.91,0.00354,0.993347,-0.111267,-0.028564
20.40843,-0.12,-2.04,-9.99,0.003418,0.99408,-0.10498,-0.028442
20.430877,-1.93,-4.47,-10.05,0.003235,0.994324,-0.102356,-0.028381
20.453526,-0.7,-3.09,-9.34,0.00293,0.994873,-0.096802,-0.028259
20.475993,-1.88,-2.27,-11.2,0.002686,0.995239,-0.093384,-0.028381
20.498404,-1.11,-0.9,-9.8,0.002563,0.995605,-0.089539,-0.028076
20.521122,-3.71,0.42,-10.26,0.002625,0.995605,-0.089478,-0.028015
20.543699,-1.86,1.35,-9.84,0.003235,0.994202,-0.104065,-0.02771
20.565951,-3.37,1.08,-9.23,0.003296,0.99176,-0.125,-0.02771
20.589186,-1.98,2.34,-9.71,0.003418,0.990662,-0.13324,-0.027771
20.611724,-0.28,3.33,-10.34,0.003479,0.98877,-0.146667,-0.027893
20.634365,-0.66,3.99,-9.77,0.00354,0.988586,-0.14801,-0.027832
20.656248,1.01,3.91,-10.45,0.003662,0.988037,-0.151733,-0.027649
