t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
4.083863,-0.94,-1.33,-9.86,0.005066,-0.084717,-0.996338,-0.011292
4.105126,0.02,0.24,-9.91,0.00415,-0.085632,-0.996277,-0.010376
4.128742,-1.0,-0.36,-9.9,0.003784,-0.083191,-0.99646,-0.010681
4.149346,-0.13,0.24,-9.86,0.003601,-0.079773,-0.996765,-0.01062
4.171489,-0.21,0.25,-9.98,0.003601,-0.079224,-0.996765,-0.010437
4.194448,1.31,-4.55,-9.75,0.003418,-0.085388,-0.996277,-0.01062
4.217918,-1.89,-4.13,-10.06,0.003723,-0.088196,-0.996033,-0.010437
4.24076,-0.48,-3.45,-10.13,0.004761,-0.085571,-0.996277,-0.009094
4.262695,-0.65,-2.29,-10.3,0.004639,-0.081238,-0.996643,-0.00647
4.285353,-3.13,-4.28,-8.4,0.002808,-0.070618,-0.997498,-0.002869
4.308268,-4.55,-2.31,-9.65,0.002747,-0.052734,-0.998596,-0.000732
4.330522,-4.62,-0.95,-9.78,0.002319,-0.03064,-0.999512,-0.001038
4.353007,-2.18,5.14,-10.1,0.001953,-0.006775,-1.0,-0.001648
4.375807,-3.2,6.4,-10.08,0.00177,0.011292,-0.999939,-0.001587
4.39809,-4.16,2.44,-9.66,0.001831,0.025757,-0.999695,-0.001465
4.420584,-2.2,2.92,-9.02,0.001587,0.038452,-0.999268,-0.001526
4.442682,0.63,3.91,-10.79,0.002075,0.050659,-0.998718,-0.003235
4.465375,-0.61,7.08,-10.02,0.003235,0.060974,-0.998108,-0.005798
4.488139,-0.6,6.76,-9.81,0.003357,0.065674,-0.997803,-0.006287
4.510314,3.17,5.98,-10.48,0.002502,0.071899,-0.997375,-0.006042
4.533065,4.34,5.42,-10.05,0.00177,0.070618,-0.997498,-0.00647
4.555604,6.24,3.91,-10.05,0.000427,0.061584,-0.998108,-0.006226
4.578236,8.67,0.23,-10.32,0.000183,0.04657,-0.998901,-0.006409
4.60055,6.11,-0.87,-10.14,0.000183,0.024719,-0.999695,-0.006897
4.62309,1.07,-1.57,-9.68,0.000366,-0.003235,-1.0,-0.006592
4.645518,1.82,-3.0,-9.83,0.00061,-0.031616,-0.999512,-0.005615
4.667981,1.39,-4.07,-9.86,0.000916,-0.051514,-0.998657,-0.005554
4.690321,-1.93,-5.05,-10.09,0.001282,-0.060425,-0.998169,-0.005249
4.712837,-0.4,-2.92,-10.58,0.001404,-0.064636,-0.997925,-0.003174
4.735713,-3.57,0.94,-10.0,0.002258,-0.065491,-0.997864,-0.001892
4.75816,-7.37,-0.96,-9.21,0.002747,-0.056519,-0.998413,-0.002014
4.780485,-4.69,1.73,-10.58,0.004028,-0.035583,-0.999329,-0.004028
4.802844,-5.73,2.58,-9.61,0.004822,-0.032654,-0.999451,-0.005798
4.825604,-5.17,3.39,-9.8,0.0047,-0.042725,-0.999084,-0.006653
4.848063,-3.45,0.83,-9.89,0.005127,-0.052002,-0.998596,-0.007751
4.870453,-4.41,-1.18,-9.73,0.004395,-0.051392,-0.998657,-0.007324
4.892815,-1.04,-2.66,-9.74,0.003174,-0.046753,-0.998901,-0.006958
4.915427,-0.12,-1.26,-10.11,0.003723,-0.05304,-0.998535,-0.007629
4.937958,2.27,-1.48,-10.02,0.002502,-0.071777,-0.997375,-0.00647
4.960473,1.14,-3.0,-9.74,0.002319,-0.082458,-0.996582,-0.00592
4.983139,1.99,-7.2,-9.69,0.002075,-0.080505,-0.996765,-0.006042
5.005587,3.52,-8.51,-9.97,0.002197,-0.074158,-0.997253,-0.006348
5.028058,5.47,-4.17,-10.38,0.001892,-0.060181,-0.998169,-0.005859
5.050437,6.6,-4.99,-10.49,0.001465,-0.044617,-0.998962,-0.004761
5.072964,4.75,-4.58,-10.15,0.001831,-0.037231,-0.999268,-0.003723
5.106678,-0.32,-2.23,-10.08,0.002441,-0.037598,-0.999268,-0.002258
5.129143,-1.03,-1.31,-9.11,0.002258,-0.027588,-0.999634,-0.001953
5.151751,-0.61,0.2,-10.09,0.001709,-0.007935,-0.999939,-0.002014
5.174565,0.06,4.7,-9.68,0.001404,0.009521,-0.999939,-0.00177
5.196643,-0.96,10.0,-9.69,0.001221,0.022644,-0.999756,-0.002014
5.219143,-0.45,0.63,-9.94,0.003418,0.040649,-0.999146,-0.008972
5.241661,-0.2,0.17,-9.91,0.004517,0.039856,-0.999146,-0.008423
5.264286,-0.43,0.53,-9.91,0.005066,0.03949,-0.999207,-0.007507
5.288073,-0.32,0.61,-9.8,0.004883,0.0354,-0.999329,-0.006592
5.309372,-0.1,0.22,-9.64,0.004944,0.031067,-0.999512,-0.00647
5.331993,-0.1,0.22,-9.92,0.004944,0.030945,-0.999512,-0.006592
