t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
17.616586,-0.18,0.14,-9.86,0.003113,0.129761,0.991516,0.00592
17.63929,-0.2,0.14,-9.9,0.003174,0.129761,0.991516,0.00592
17.662616,-0.22,0.16,-9.86,0.003235,0.129761,0.991516,0.00592
17.684298,-0.2,0.11,-9.86,0.003296,0.129761,0.991516,0.00592
17.706732,-0.22,0.15,-10.05,0.003357,0.129761,0.991516,0.005859
17.729177,-0.16,0.08,-9.85,0.003479,0.129761,0.991516,0.005859
17.75181,-0.2,0.13,-9.77,0.00354,0.129761,0.991516,0.005859
17.775661,1.25,-1.44,-9.96,0.004211,0.153503,0.988098,0.005859
17.79652,-0.8,-1.81,-9.84,0.004211,0.156616,0.98761,0.006104
17.819258,-1.26,-4.86,-10.0,0.004211,0.155823,0.987732,0.006348
17.841644,-2.24,-5.55,-10.02,0.004211,0.153381,0.988159,0.006226
17.864267,-4.12,-6.72,-10.8,0.004456,0.145508,0.989319,0.0047
17.886706,-5.28,-3.5,-9.77,0.003357,0.134155,0.990967,0.001404
17.909218,-4.44,-1.42,-9.42,0.003479,0.118652,0.99292,0.000549
17.931739,-5.68,-0.16,-9.03,0.00354,0.099548,0.994995,0.000977
17.954194,-5.09,2.22,-9.33,0.003601,0.076294,0.99707,0.00061
17.977767,-1.32,6.94,-9.82,0.00354,0.048584,0.99884,0.000793
17.999245,-0.83,8.81,-9.9,0.003906,0.024597,0.999695,0.001709
18.021589,0.09,10.14,-10.15,0.004395,0.008911,0.999939,0.003418
18.045086,-1.12,4.87,-10.0,0.003113,-0.006653,0.999939,0.00531
18.066703,-0.24,5.82,-9.97,0.002625,-0.014038,0.999878,0.005981
18.089419,3.94,8.44,-9.77,0.004517,-0.0177,0.999817,0.003418
18.112056,6.01,8.35,-9.88,0.004089,-0.008667,0.999939,0.001038
18.134207,5.03,6.63,-9.86,0.004578,0.005859,0.999939,0.002625
18.156651,4.15,0.13,-10.41,0.005005,0.019348,0.999817,0.004761
18.180238,4.63,-0.35,-9.51,0.004944,0.030273,0.999512,0.005432
18.202439,3.52,-6.06,-10.07,0.004883,0.043823,0.999023,0.005493
18.225258,3.7,-7.46,-10.27,0.004883,0.063171,0.997986,0.005798
18.247489,1.49,-6.49,-10.14,0.004944,0.093262,0.995605,0.005432
18.270108,-3.74,0.67,-7.76,0.004517,0.128235,0.991699,0.004395
18.292515,-3.98,1.1,-10.35,0.003052,0.14032,0.990112,0.001282
18.315053,-10.33,-0.22,-9.78,0.003113,0.108643,0.99408,0.001099
18.337485,-5.42,0.71,-9.68,0.000977,0.092957,0.995667,0.001648
18.360147,-5.9,-0.37,-9.38,0.000732,0.088684,0.996033,0.002197
18.383558,-5.51,2.21,-10.71,0.001953,0.095581,0.995422,0.003601
18.40508,-3.69,4.9,-9.8,0.002991,0.102539,0.994751,0.001404
18.427669,-1.15,3.06,-9.88,0.002869,0.102844,0.99469,0.001465
18.450106,-0.95,0.56,-9.84,0.00293,0.102112,0.994751,0.001221
18.472647,-2.23,-0.9,-9.96,0.003113,0.101807,0.994812,0.000916
18.495264,-0.54,-3.0,-9.55,0.002869,0.102234,0.994751,0.000854
18.541395,-0.67,-5.79,-9.98,0.003357,0.102783,0.99469,0.001953
18.562462,1.56,-7.1,-10.22,0.004028,0.105225,0.994446,0.00293
18.585163,-0.92,-7.07,-9.77,0.003906,0.094482,0.995483,0.003601
18.607858,2.08,-7.12,-9.94,0.003906,0.071594,0.997437,0.003967
18.630119,3.56,-2.29,-10.58,0.003845,0.044373,0.999023,0.004028
18.65178,5.27,0.89,-9.97,0.004089,0.024353,0.999695,0.00293
18.674165,0.84,0.2,-10.49,0.003845,0.016174,0.999878,0.003174
18.696528,-0.05,-0.5,-10.5,0.00354,0.013489,0.999878,0.001587
18.719134,0.96,3.38,-9.5,0.003113,0.008423,0.999939,0.0
18.741549,0.99,4.58,-9.57,0.003113,0.003418,1.0,-0.000183
18.764186,0.72,7.71,-11.41,0.003479,-0.001526,1.0,0.001465
18.78669,-0.69,5.61,-10.44,0.003845,-0.005005,1.0,0.003479
18.809082,-0.72,1.95,-9.94,0.003479,-0.006714,0.999939,0.004395
18.832725,-1.22,2.13,-10.09,0.003357,-0.005432,1.0,0.004456
