t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
12.758045,-0.19,0.18,-9.93,0.000305,-0.131042,-0.991333,-0.008911
12.779206,-0.08,0.13,-9.85,6.1e-05,0.131104,0.991333,0.008545
12.8014,0.14,0.09,-9.82,0.000183,0.13147,0.991272,0.008301
12.824291,-0.15,0.17,-10.0,0.000305,0.137512,0.990479,0.007812
12.847345,0.32,0.3,-9.8,0.000671,0.143372,0.989624,0.007874
12.869225,1.93,1.52,-9.8,0.000977,0.147217,0.989075,0.007996
12.891881,1.23,-0.13,-9.63,0.001099,0.15741,0.987488,0.009155
12.914279,1.37,-1.91,-10.07,0.001038,0.158447,0.987305,0.009583
12.936685,1.0,-4.05,-10.23,0.001221,0.158081,0.987366,0.009094
12.959266,-1.34,-5.14,-10.42,0.001648,0.155701,0.987793,0.007385
12.981427,-1.95,-5.87,-9.0,0.000732,0.149658,0.988708,0.003967
13.004241,-2.87,-6.4,-10.3,0.000732,0.140137,0.990112,0.003113
13.026439,-3.51,-6.81,-10.83,0.001282,0.126465,0.991943,0.001648
13.049182,-5.41,-2.19,-8.85,0.003113,0.106506,0.994324,-0.002808
13.071655,-5.35,0.02,-9.25,0.005188,0.085938,0.996277,-0.005859
13.094734,-2.92,6.3,-10.1,0.002197,-0.006287,0.999939,0.004395
13.116849,-1.83,5.09,-9.81,0.002014,-0.02417,0.999695,0.006287
13.139313,-1.14,6.34,-9.86,0.002319,-0.030396,0.999512,0.006531
13.161767,3.79,9.01,-10.14,0.002563,-0.031372,0.999512,0.006592
13.184408,3.71,9.93,-10.15,0.00238,-0.028809,0.999573,0.005859
13.207634,5.61,7.91,-8.89,0.002441,-0.026611,0.999634,0.004822
13.229114,5.95,5.16,-10.21,0.002502,-0.02356,0.999695,0.0047
13.251745,5.65,0.52,-10.1,0.003052,-0.022644,0.999695,0.006714
13.274021,4.67,-6.51,-9.97,0.003052,-0.01947,0.999756,0.007812
13.296581,4.84,-6.77,-10.17,0.002991,-0.004761,0.999939,0.00824
13.31918,-0.3,-6.12,-10.39,0.002563,0.0271,0.999573,0.008057
13.34185,-3.38,1.3,-10.23,0.002258,0.075378,0.997131,0.007874
13.365358,-1.79,2.04,-8.66,0.001099,0.110291,0.993896,0.004272
13.38682,-3.74,-3.33,-9.52,0.000793,0.107971,0.994141,0.003479
13.409249,-4.7,-4.38,-9.61,0.000854,0.096802,0.9953,0.003723
13.431835,-6.15,-1.88,-9.31,0.000793,0.092285,0.995728,0.003723
13.454205,-2.5,0.75,-9.94,0.000732,0.091675,0.995789,0.003845
13.476547,-3.87,0.24,-9.6,0.00061,0.088684,0.996033,0.003967
13.499357,-5.79,0.94,-8.91,0.001343,-0.071655,-0.997437,-0.004517
13.521523,-4.45,1.97,-10.0,0.001282,-0.06897,-0.99762,-0.006104
13.544501,-3.59,4.17,-10.46,0.000977,-0.071838,-0.997375,-0.006897
13.566653,-3.35,4.37,-10.06,0.000793,-0.075317,-0.997131,-0.005798
13.589137,-3.83,2.98,-9.49,0.000488,0.076721,0.99707,0.005249
13.611958,-2.11,-5.14,-9.92,0.001038,0.07666,0.997009,0.006287
13.634287,1.64,-1.61,-9.86,0.001587,0.059692,0.99823,0.00531
13.656745,3.79,-2.35,-10.16,0.001587,0.049072,0.998779,0.004944
13.67905,3.62,-2.92,-9.94,0.001648,0.044739,0.998962,0.00531
13.701527,3.35,-5.32,-10.14,0.001892,0.040588,0.999146,0.005371
13.724187,4.09,-3.55,-10.3,0.001709,0.032104,0.999451,0.004944
13.746634,4.21,-3.93,-10.3,0.001343,0.020874,0.999756,0.003174
13.769063,3.49,0.77,-10.93,0.001465,0.010376,0.999939,0.002625
13.791848,2.12,1.65,-9.08,0.001343,0.007751,0.999939,0.002625
13.814155,0.56,2.44,-9.77,0.001221,0.010254,0.999939,0.002502
13.836568,-0.17,6.21,-10.3,0.001099,0.012939,0.999939,0.002563
13.859169,0.69,6.84,-9.47,0.00116,0.010925,0.999939,0.002563
13.881464,-0.09,5.9,-10.02,0.00177,0.007812,0.999939,0.003906
13.904244,-0.51,4.53,-9.97,0.002136,0.005493,0.999939,0.005493
