t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
32.52408,1.64,-0.06,-10.06,0.00885,-0.259216,0.965759,0.002686
32.546563,0.63,0.03,-9.86,0.009033,-0.263916,0.964478,0.00293
32.569275,-0.2,0.19,-9.93,0.009155,-0.264648,0.964294,0.003296
32.589977,-0.31,0.26,-10.11,0.008972,-0.264771,0.964294,0.004272
32.612178,-0.22,0.21,-9.88,0.008423,-0.265808,0.963989,0.005493
32.635591,1.7,0.56,-9.69,0.009399,-0.245728,0.969299,0.007019
32.657886,2.02,-1.34,-9.91,0.009338,-0.237,0.971436,0.007019
32.680375,2.56,-3.82,-10.1,0.008972,-0.238037,0.971191,0.007507
32.703061,1.52,-4.21,-10.14,0.008484,-0.245789,0.969238,0.007629
32.725602,-0.1,-5.14,-10.02,0.007507,-0.254517,0.967041,0.006104
32.748097,-2.21,-4.94,-9.11,0.00708,-0.264343,0.964417,0.004211
32.77043,-3.09,-4.44,-9.09,0.007019,-0.280823,0.959717,0.002625
32.793152,-3.34,-2.04,-9.86,0.006836,-0.307251,0.951599,0.002502
32.815584,-7.71,3.39,-9.96,0.007019,-0.334656,0.942322,0.002441
32.837975,-6.71,6.84,-9.96,0.00647,-0.361877,0.93219,0.003296
32.861053,-5.27,4.97,-9.63,0.005554,-0.386414,0.922302,0.005981
32.882847,-2.81,4.13,-9.9,0.005066,-0.395508,0.918396,0.006714
32.905366,-3.68,3.5,-9.73,0.005066,-0.396667,0.917908,0.006958
32.928906,-0.43,6.51,-10.03,0.00531,-0.394958,0.91864,0.006958
32.951245,0.77,10.94,-9.51,0.005371,-0.384216,0.923218,0.006714
32.973768,1.98,7.65,-10.09,0.005676,-0.363281,0.931641,0.006714
32.996588,4.34,1.06,-10.21,0.00647,-0.339233,0.940674,0.007568
33.018598,5.56,-1.67,-9.48,0.00708,-0.320923,0.947083,0.007324
33.041508,2.0,1.15,-10.01,0.007202,-0.302734,0.953003,0.006775
33.063003,1.9,-4.44,-9.86,0.006348,-0.287354,0.957764,0.006958
33.085476,1.58,-7.12,-9.71,0.006104,-0.276672,0.960938,0.007812
33.10809,0.92,-7.57,-10.72,0.007629,-0.2677,0.96344,0.007141
33.130527,-6.27,-6.02,-9.36,0.00824,-0.25647,0.966492,0.003784
33.153068,-7.26,0.06,-8.08,0.007812,-0.256226,0.966553,0.003479
33.175553,-7.63,2.35,-9.47,0.006165,-0.301636,0.953369,0.007568
33.197902,-8.55,4.78,-9.92,0.005981,-0.29248,0.956238,0.007446
33.220453,-5.52,2.83,-9.99,0.005981,-0.289185,0.957214,0.00708
33.243086,-1.53,-2.19,-10.08,0.006287,-0.287109,0.957825,0.007141
33.265714,4.99,-3.5,-9.77,0.006104,-0.267151,0.963562,0.008301
33.28798,6.11,-1.17,-10.32,0.006104,-0.237305,0.971375,0.010864
33.31015,7.95,-2.87,-9.94,0.005981,-0.220093,0.975403,0.009766
33.333814,4.49,-2.7,-9.92,0.006531,-0.219971,0.975464,0.009216
33.356342,6.36,-1.3,-9.99,0.00708,-0.243835,0.969788,0.00885
33.378733,6.38,-1.34,-9.58,0.009277,-0.283752,0.958801,0.007874
33.401351,7.11,-2.36,-10.44,0.010071,-0.325745,0.945374,0.007385
33.423803,6.35,0.05,-10.21,0.010437,-0.356445,0.934204,0.006897
33.446366,1.85,0.72,-10.07,0.010498,-0.373657,0.92749,0.006836
33.468802,-3.28,2.63,-9.8,0.010193,-0.383423,0.923462,0.00647
33.491042,-2.25,2.56,-10.52,0.009521,-0.394897,0.91864,0.005188
33.513801,-2.02,0.94,-8.78,0.010437,-0.41449,0.910034,0.000854
33.536731,-6.84,3.85,-10.19,0.010559,-0.430054,0.90271,0.000366
