t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
15.141575,-0.18,0.15,-9.86,0.001831,0.12207,0.992493,0.007935
15.16558,-0.17,0.15,-9.85,0.001953,0.12207,0.992493,0.007874
15.187629,0.21,0.07,-9.77,0.002502,0.124512,0.992188,0.007507
15.210573,0.63,0.04,-9.83,0.003052,0.130493,0.991394,0.007141
15.232656,3.07,1.69,-9.76,0.003235,0.140076,0.990112,0.006958
15.25521,1.68,-0.74,-10.01,0.003052,0.143555,0.989624,0.007629
15.277469,0.55,-2.29,-9.94,0.002991,0.144836,0.989441,0.008179
15.300214,0.05,-3.87,-9.91,0.003113,0.144409,0.989502,0.007935
15.322201,-1.86,-4.61,-9.91,0.003113,0.141174,0.989929,0.007141
15.345472,-2.66,-4.19,-10.19,0.003052,0.136658,0.990601,0.005737
15.367831,-5.42,-4.38,-9.23,0.002197,0.130493,0.991455,0.002563
15.389983,-6.27,-4.87,-9.39,0.002441,0.119202,0.992859,0.002319
15.413083,-6.17,-2.31,-9.43,0.002502,0.1026,0.99469,0.002808
15.435368,-3.65,4.65,-10.0,0.002563,0.080627,0.996765,0.002686
15.457807,-2.84,7.61,-9.55,0.002563,0.061218,0.998108,0.002808
15.47999,-2.54,6.17,-10.14,0.002686,0.044128,0.999023,0.003479
15.502279,-1.18,5.81,-10.0,0.00293,0.030518,0.999512,0.003662
15.525422,0.73,7.36,-10.33,0.002625,0.018372,0.999817,0.005615
15.54797,0.57,6.58,-10.43,0.002808,0.009094,0.999939,0.006958
15.567997,3.86,8.89,-9.46,0.003601,0.008057,0.999939,0.005371
15.590143,5.59,7.68,-9.69,0.003662,0.013306,0.999878,0.005371
15.61312,6.0,3.58,-10.43,0.00415,0.022278,0.999695,0.006775
15.636648,5.85,1.74,-10.15,0.004211,0.02832,0.999573,0.007202
15.660251,5.22,-0.04,-10.36,0.00415,0.03772,0.999268,0.00769
15.681619,5.22,-6.5,-9.99,0.003967,0.050842,0.998657,0.007751
15.704094,2.61,-6.71,-9.47,0.003723,0.07843,0.996887,0.007568
15.726355,-5.7,-4.2,-9.89,0.003357,0.116638,0.993164,0.006653
15.749169,-4.94,1.01,-8.28,0.002197,0.135315,0.990784,0.003906
15.771819,-5.76,-5.66,-9.69,0.002075,0.119995,0.992737,0.004272
15.794384,-6.01,1.26,-9.97,0.001038,0.084778,0.996399,0.0047
15.816651,-5.82,-1.54,-9.94,0.000671,0.08374,0.99646,0.005615
15.839286,-4.63,-1.47,-9.86,0.001587,0.085266,0.996338,0.00647
15.861681,-4.12,2.67,-9.77,0.002441,0.08606,0.996277,0.004944
15.884318,-1.79,-0.08,-9.8,0.003174,0.078796,0.996887,0.005676
15.906767,-1.57,-0.21,-9.84,0.00354,0.073975,0.997253,0.006104
15.929288,-2.02,-1.04,-9.11,0.003601,0.072632,0.997314,0.00592
15.964514,0.46,-1.9,-9.66,0.003479,0.074341,0.997192,0.005859
15.98554,2.58,-3.86,-10.03,0.003723,0.07782,0.996948,0.006287
16.008173,1.57,-2.92,-10.15,0.00354,0.077454,0.996948,0.006714
16.03061,4.46,-6.14,-10.06,0.003662,0.070435,0.997498,0.006714
16.0531,4.41,-6.65,-10.05,0.003723,0.05957,0.998169,0.006409
16.075769,5.08,-6.86,-10.29,0.003662,0.043579,0.999023,0.00592
16.097837,6.1,-3.03,-8.8,0.003418,0.025391,0.999634,0.004822
16.120579,2.94,-0.6,-10.42,0.003296,0.020752,0.999756,0.003601
16.142963,-0.68,6.97,-9.22,0.003235,0.034546,0.99939,0.003235
16.165308,1.35,5.88,-9.44,0.003601,0.039429,0.999207,0.002258
16.187967,-0.78,3.48,-9.38,0.004517,0.033081,0.999451,0.00116
16.221645,-0.96,6.45,-11.45,0.003845,0.022949,0.999756,0.002319
16.256581,-0.81,4.09,-10.19,0.003784,0.014648,0.999878,0.00354
16.277935,-0.01,0.11,-10.02,0.003357,0.012268,0.999878,0.005737
16.300378,-0.14,0.33,-8.8,0.002808,0.006653,0.999939,0.004272
16.323649,0.33,-0.06,-9.98,0.002563,0.004395,1.0,0.004272
