t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z
8.280349,-0.19,0.07,-9.89,0.001343,-0.145691,-0.989319,-0.005127
8.301914,-0.01,0.0,-9.84,0.000854,-0.147766,-0.989014,-0.004761
8.335879,0.01,0.07,-9.88,0.000549,-0.149414,-0.98877,-0.004639
8.358105,0.43,0.01,-9.86,0.000244,0.156677,0.987671,0.004517
8.380513,1.24,-0.98,-9.83,0.000488,0.160522,0.987,0.004395
8.403005,1.1,-2.09,-9.89,0.000488,0.165894,0.986145,0.004395
8.425379,-2.18,-5.52,-10.16,0.000732,-0.140625,-0.990051,0.0
8.448019,-3.61,-4.08,-9.27,0.00061,-0.127747,-0.991821,0.001038
8.47039,-5.68,-1.7,-8.01,0.000183,-0.109985,-0.993958,0.001648
8.492738,-5.25,0.96,-9.8,0.000183,-0.084595,-0.996399,0.001282
8.515378,-4.54,2.63,-10.0,0.000122,-0.054138,-0.998535,0.000549
8.537723,-3.58,5.34,-9.66,6.1e-05,-0.023804,-0.999695,0.000488
8.560493,-2.19,9.99,-10.48,6.1e-05,0.00238,1.0,-0.000916
8.583001,-2.12,6.15,-9.96,0.000122,-0.011353,0.999939,-0.001038
8.605204,-0.15,6.29,-10.03,0.000122,-0.013611,0.999878,-0.000854
8.628324,4.47,9.19,-10.18,0.000488,-0.007263,1.0,0.000122
8.650424,5.82,9.38,-10.52,0.001099,-0.003174,1.0,0.001526
8.673038,8.85,8.93,-10.9,0.001099,0.007141,1.0,0.00116
8.695608,5.56,4.49,-10.21,0.001282,0.023499,0.999695,0.002441
8.717644,2.33,0.17,-9.86,0.00116,0.03949,0.999207,0.004211
8.740237,1.14,-7.39,-9.63,0.000854,0.048523,0.99884,0.004578
8.762944,2.04,-8.65,-9.43,0.000732,0.060181,0.998169,0.00354
8.785443,-6.75,-7.65,-9.68,0.000671,0.082581,0.996582,0.00293
8.807876,-4.21,-2.29,-10.09,0.000732,0.112488,0.993652,0.00177
8.830354,-3.84,-1.8,-9.48,0.00061,0.119202,0.992859,0.000427
8.852914,-5.69,-0.6,-10.55,0.000366,0.102234,0.994751,0.000244
8.875742,-4.91,0.74,-10.26,0.002319,-0.073303,-0.997314,-0.00293
8.897972,-2.84,2.83,-9.99,0.001709,-0.076904,-0.997009,-0.002991
8.920486,-3.69,3.6,-9.76,0.000977,-0.080444,-0.996765,-0.002747
8.942765,-2.06,-0.05,-9.86,0.000366,-0.085571,-0.996338,-0.002869
8.965316,-0.61,-4.49,-10.07,6.1e-05,0.086853,0.996216,0.002136
8.987982,-1.11,-4.78,-9.89,0.000305,0.08905,0.996033,0.002808
9.011403,1.11,-4.66,-10.67,0.000549,0.090698,0.99585,0.003235
9.032926,0.27,-5.23,-9.42,0.00061,0.087585,0.996155,0.003174
9.055596,4.29,-3.64,-9.9,0.001038,0.084778,0.996399,0.00293
9.077993,4.83,-4.75,-10.14,0.001099,0.075928,0.997131,0.002563
9.100345,5.67,-3.88,-10.37,0.001282,0.065002,0.997864,0.00293
9.122941,3.69,-3.03,-10.14,0.001282,0.051697,0.998657,0.003479
9.14549,3.62,-2.45,-10.46,0.001282,0.037354,0.999268,0.003235
9.167995,0.22,4.32,-10.29,0.000854,0.03186,0.999512,0.000854
9.191092,-0.59,4.36,-10.42,0.000366,0.02594,0.999634,-0.000977
9.213535,-0.45,7.35,-10.44,0.000366,0.017883,0.999817,-0.00116
9.235523,0.82,4.13,-10.19,0.000427,0.008057,0.999939,-0.00116
9.257988,-0.28,6.6,-9.77,0.000671,0.002197,1.0,0.000488
