groupe,label,iteration,t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,rotation_speed_x,rotation_speed_y,rotation_speed_z,magnetic_field_x,magnetic_field_y,magnetic_field_z,nb_sign_changes_acceleration_x,nb_sign_changes_acceleration_y,nb_sign_changes_acceleration_z
1,0,1,0.6484216363636361,-8.822272727272727,-1.573939393939394,-2.272727272727273,0.10575757575757574,-0.0543939393939394,-0.22954545454545455,35.00090909090909,32.51833333333333,10.020454545454546,0.0,5.0,5.0
1,0,10,0.6759406857142826,-7.064285714285714,-6.824571428571429,0.5897142857142857,0.05157142857142857,-0.06285714285714286,-0.111,27.915857142857146,10.123714285714286,-21.564714285714285,0.0,2.0,12.0
1,0,11,0.7245998493150668,-6.564657534246575,1.3424657534246576,-4.111095890410959,0.25465753424657533,-0.23534246575342466,0.25767123287671234,19.666027397260272,-9.960684931506849,-8.912602739726028,4.0,10.0,6.0
1,0,12,0.8907688064516152,-6.887311827956989,4.68763440860215,-2.674516129032258,0.373010752688172,-0.3046236559139785,-0.33881720430107526,1.0305376344086021,-38.85376344086021,0.5151612903225807,6.0,10.0,8.0
1,0,13,1.1308070263157888,-6.819210526315789,5.1528947368421045,-2.424298245614035,0.135,0.2832456140350877,-0.3228070175438596,24.319824561403507,-15.556842105263158,-15.759035087719298,2.0,6.0,8.0
1,0,14,0.5731942413793082,-2.061034482758621,5.616034482758621,-6.421206896551724,0.42482758620689653,-1.2360344827586207,-0.49120689655172417,26.737068965517242,-19.55948275862069,3.3782758620689655,4.0,2.0,1.0
1,0,15,0.8712268764044877,-1.4724719101123598,3.7042696629213485,-4.70685393258427,1.083370786516854,-0.12393258426966293,0.3747191011235955,32.47808988764045,-30.412022471910113,1.9591011235955054,14.0,13.0,13.0
1,0,16,0.8932648666666612,-8.101666666666667,2.6252222222222223,-2.933888888888889,0.3261111111111111,-0.2752222222222222,-0.38466666666666666,30.54111111111111,6.196111111111111,-17.456555555555553,2.0,8.0,4.0
1,0,2,0.6455486666666669,-9.13969696969697,-1.6192424242424244,-1.4987878787878788,0.044393939393939395,0.012272727272727277,-0.12181818181818183,35.88545454545454,32.33227272727272,6.507272727272728,0.0,6.0,8.0
1,0,3,0.6401343846153854,1.3233846153846154,0.4863076923076923,-9.520615384615384,0.2263076923076923,-0.025076923076923073,-0.10707692307692308,9.049692307692307,15.155384615384616,48.289692307692306,2.0,3.0,0.0
1,0,4,0.5904534500000007,0.442,-0.04316666666666667,-9.325999999999999,0.17366666666666666,-0.06149999999999999,-0.163,15.173833333333333,14.504,44.374,2.0,4.0,0.0
1,0,5,0.8447030588235305,1.561764705882353,0.7196470588235294,-9.68964705882353,0.28400000000000003,-0.13976470588235296,-0.2777647058823529,-13.354705882352942,-7.787058823529412,43.26858823529412,4.0,5.0,0.0
1,0,6,1.2205321788617856,-8.174634146341463,-3.936991869918699,-1.8701626016260162,0.25073170731707317,-0.12333333333333334,-0.1230081300813008,30.928211382113822,5.481869918699187,-12.432926829268293,0.0,1.0,8.0
1,0,7,0.7246632972973007,-8.002972972972973,-5.069864864864865,-1.258918918918919,0.18878378378378377,-0.054459459459459465,-0.10432432432432433,31.59135135135135,9.218648648648648,-14.872702702702702,0.0,0.0,8.0
1,0,8,0.8879835333333329,-7.702999999999999,-5.7556666666666665,-0.31022222222222223,0.062,-0.04988888888888889,-0.05766666666666666,29.34188888888889,9.730555555555556,-17.35988888888889,0.0,0.0,13.0
1,0,9,0.7524949210526284,-7.229473684210527,-6.703289473684211,0.42000000000000004,0.049999999999999996,-0.045394736842105265,-0.13223684210526318,28.140394736842108,10.684342105263157,-19.488947368421055,0.0,0.0,13.0
1,1,1,0.45379995652173916,-7.188043478260869,-4.354130434782609,-3.8391304347826085,0.44608695652173913,0.3869565217391305,0.0741304347826087,21.554565217391303,29.68565217391304,-0.1508695652173912,6.0,2.0,2.0
1,1,10,0.6425047076923112,4.405384615384616,-8.012615384615385,0.48815384615384616,-0.09799999999999999,0.07938461538461539,-0.14184615384615382,-1.9127692307692308,19.63230769230769,-20.092615384615385,2.0,4.0,11.0
1,1,11,0.7407742266666703,3.8613333333333335,-8.707733333333334,0.31146666666666667,-0.22186666666666668,0.2188,-0.11573333333333333,1.7898666666666665,23.031733333333335,-17.59173333333333,4.0,0.0,13.0
1,1,12,0.770024807692311,-8.598589743589745,0.8982051282051282,-4.042051282051282,0.3280769230769231,0.07756410256410258,0.18269230769230768,37.36179487179487,-26.086153846153845,12.921153846153846,2.0,14.0,4.0
1,1,13,0.7900827625000006,-8.656875,0.53275,-3.4234999999999998,0.2875,-0.0019999999999999983,0.15175,32.90325,-25.312875,12.805875,2.0,13.0,6.0
1,1,14,0.7534779078947387,-8.491052631578947,-0.6161842105263158,-2.694736842105263,0.19592105263157897,-0.007105263157894732,-0.02631578947368421,33.231184210526315,-22.001315789473683,11.574736842105262,0.0,13.0,4.0
