timestamp,raw acceleration / x [m/s^2],raw acceleration / y [m/s^2],raw acceleration / z [m/s^2],rotation speed / x [rad/s],rotation speed / y [rad/s],rotation speed / z [rad/s],magnetic field strength / x [uT],magnetic field strength / y [uT],magnetic field strength / z [uT],quaternion (w),quaternion (x),quaternion (y),quaternion (z)
347867,0.23999999463558197,0.23000000417232513,-0.05999999865889549,0.0011111111380159855,0.0,0.0811111107468605,82.375,-97.0,21.0,0.01727294921875,0.56207275390625,0.82684326171875,0.0128173828125
347887,0.03999999910593033,-0.05000000074505806,-0.12999999523162842,0.004444444552063942,0.0,0.11777777969837189,82.375,-97.0,21.0,0.0172119140625,0.56292724609375,0.82623291015625,0.0130615234375
347907,0.4399999976158142,-0.03999999910593033,0.20000000298023224,0.004444444552063942,0.0011111111380159855,0.1599999964237213,82.0,-98.1875,21.75,0.01715087890625,0.56414794921875,0.82537841796875,0.0130615234375
347927,0.4399999976158142,-0.36000001430511475,-0.03999999910593033,0.008888889104127884,0.0011111111380159855,0.18000000715255737,82.0,-98.1875,21.75,0.01715087890625,0.5655517578125,0.824462890625,0.01312255859375
347947,0.0,-0.46000000834465027,-0.10999999940395355,-0.013333333656191826,0.007777777966111898,0.1455555558204651,82.0,-98.1875,21.75,0.01715087890625,0.56683349609375,0.82354736328125,0.01318359375
348007,-0.14000000059604645,-0.699999988079071,-0.07000000029802322,-0.006666666828095913,0.0011111111380159855,0.07333333045244217,81.0,-99.0625,22.5625,0.01690673828125,0.56964111328125,0.82159423828125,0.01300048828125
348027,-0.36000001430511475,-0.8899999856948853,-0.019999999552965164,0.0011111111380159855,0.0011111111380159855,0.09777777642011642,81.0,-99.0625,22.5625,0.01690673828125,0.5703125,0.8211669921875,0.01300048828125
348047,-0.5099999904632568,-1.090000033378601,0.05000000074505806,0.0055555556900799274,0.0,0.12222222238779068,81.0,-99.0625,22.5625,0.01690673828125,0.5712890625,0.8204345703125,0.0130615234375
348067,-0.9200000166893005,-0.8299999833106995,-0.09000000357627869,0.002222222276031971,0.004444444552063942,0.10000000149011612,80.25,-98.6875,22.1875,0.01690673828125,0.5721435546875,0.81988525390625,0.0130615234375
348087,-1.2400000095367432,-0.8799999952316284,0.03999999910593033,-0.0011111111380159855,0.0,-0.041111111640930176,80.25,-98.6875,22.1875,0.01690673828125,0.5721435546875,0.81988525390625,0.0130615234375
348107,-1.340000033378601,-1.1299999952316284,-0.05000000074505806,0.004444444552063942,-0.004444444552063942,-0.11777777969837189,80.25,-99.5625,21.75,0.01690673828125,0.5712890625,0.82049560546875,0.0130615234375
348127,-1.649999976158142,-0.6399999856948853,-0.019999999552965164,0.0,-0.0011111111380159855,-0.20333333313465118,80.25,-99.5625,21.75,0.01690673828125,0.56988525390625,0.8214111328125,0.01300048828125
348147,-2.0,-0.9800000190734863,0.019999999552965164,-0.009999999776482582,0.0,-0.35111111402511597,80.25,-99.5625,21.75,0.0169677734375,0.5673828125,0.82318115234375,0.01300048828125
348167,-2.8299999237060547,-1.2400000095367432,0.009999999776482582,-0.006666666828095913,-0.002222222276031971,-0.54666668176651,79.875,-98.75,23.375,0.01702880859375,0.5634765625,0.82586669921875,0.012939453125
348187,-2.8299999237060547,-0.46000000834465027,-0.05000000074505806,0.006666666828095913,-0.0055555556900799274,-0.7311111092567444,79.875,-98.75,23.375,0.01715087890625,0.5579833984375,0.82958984375,0.0128173828125
348207,-3.0899999141693115,-0.5699999928474426,-0.019999999552965164,-0.002222222276031971,0.0055555556900799274,-1.008888840675354,82.5,-98.0625,24.5625,0.01727294921875,0.55047607421875,0.8345947265625,0.01263427734375
348227,-2.0999999046325684,0.75,-0.05000000074505806,0.029999999329447746,0.0011111111380159855,-1.0355556011199951,82.5,-98.0625,24.5625,0.0172119140625,0.5419921875,0.84014892578125,0.01226806640625
348247,-1.7100000381469727,1.159999966621399,-0.019999999552965164,-0.007777777966111898,-0.007777777966111898,-1.0622222423553467,82.5,-98.0625,24.5625,0.0174560546875,0.53326416015625,0.84564208984375,0.01202392578125
348267,-0.23000000417232513,2.4000000953674316,0.10000000149011612,-0.008888889104127884,0.011111111380159855,-0.7933333516120911,85.875,-95.75,24.875,0.01739501953125,0.5264892578125,0.84991455078125,0.01177978515625
348287,0.47999998927116394,2.75,-0.07999999821186066,0.011111111380159855,0.0011111111380159855,-0.7599999904632568,85.875,-95.75,24.875,0.0174560546875,0.5201416015625,0.85382080078125,0.0115966796875
348307,-0.33000001311302185,2.740000009536743,0.029999999329447746,0.0,0.0,-0.7022222280502319,90.25,-92.75,25.75,0.01751708984375,0.51416015625,0.857421875,0.011474609375
348327,0.10000000149011612,2.5299999713897705,-0.029999999329447746,0.013333333656191826,-0.007777777966111898,-0.6722221970558167,90.25,-92.75,25.75,0.017578125,0.50830078125,0.86090087890625,0.01129150390625
348347,0.36000001430511475,2.6700000762939453,0.0,0.008888889104127884,-0.0011111111380159855,-0.5644444227218628,90.25,-92.75,25.75,0.01763916015625,0.50341796875,0.86376953125,0.01123046875
348367,0.8600000143051147,2.680000066757202,-0.07000000029802322,0.009999999776482582,0.007777777966111898,-0.4122222363948822,93.6875,-90.1875,24.75,0.01763916015625,0.4993896484375,0.86614990234375,0.0111083984375
348387,1.409999966621399,2.5199999809265137,-0.10999999940395355,0.014444444328546524,0.006666666828095913,-0.21888889372348785,93.6875,-90.1875,24.75,0.01763916015625,0.49713134765625,0.867431640625,0.01092529296875
