t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,rotation_speed_x,rotation_speed_y,rotation_speed_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
13.658852,-0.11,0.15,-9.84,0.0,0.0,0.0,-14.5,61.06,77.06
13.680873,-0.09,0.15,-9.81,0.0,0.0,0.0,-14.5,61.06,77.06
13.703903,-0.09,0.13,-9.82,0.0,0.0,0.0,-14.87,61.5,79.75
13.725988,-0.07,0.14,-9.81,0.0,0.0,0.0,-14.87,61.5,79.75
13.748749,-0.11,0.15,-9.69,0.0,0.0,0.0,-15.25,61.87,77.87
13.771152,-0.17,0.15,-9.72,0.0,0.0,0.0,-15.25,61.87,77.87
13.793575,-0.07,0.17,-9.83,0.0,0.0,0.0,-15.25,61.87,77.87
13.816178,-0.13,0.16,-9.82,0.0,0.0,0.0,-15.68,62.25,79.06
13.838521,-0.06,0.17,-9.76,0.0,0.0,0.0,-15.68,62.25,79.06
13.861135,-0.08,0.11,-9.83,0.0,0.0,0.0,-14.87,61.06,79.06
13.883425,-0.13,0.11,-9.82,0.0,0.0,0.0,-14.87,61.06,79.06
13.906106,-0.11,0.15,-9.81,0.0,0.0,0.01,-14.5,61.87,77.06
13.928704,-0.07,0.13,-9.78,0.0,0.0,0.02,-14.5,61.87,77.06
13.951189,0.14,-0.14,-9.81,0.0,-0.01,0.05,-14.5,61.87,77.06
13.973514,3.57,-3.72,-10.02,0.0,-0.02,0.0,-14.18,61.5,77.87
13.996247,3.23,-3.27,-9.82,0.0,0.04,0.17,-14.18,61.5,77.87
14.02962,3.7,-2.33,-9.98,0.0,0.01,0.08,-15.68,61.0,78.37
14.052331,3.54,-2.64,-10.02,-0.01,0.04,-0.27,-15.68,61.0,78.37
14.074822,2.42,-1.37,-10.01,0.0,0.03,-0.55,-15.68,61.0,78.37
14.097169,2.76,-1.88,-9.97,0.01,-0.02,-0.69,-17.25,62.18,75.25
14.119869,0.23,-0.38,-9.64,0.0,0.0,-1.2,-17.25,62.18,75.25
14.142258,-1.61,0.71,-10.37,-0.01,0.0,-1.28,-26.87,63.68,69.5
14.165049,-3.89,2.06,-9.77,0.03,0.02,-1.16,-26.87,63.68,69.5
14.187551,-4.63,1.85,-9.48,0.0,0.0,-0.64,-26.87,63.68,69.5
14.209547,-4.51,1.6,-9.81,-0.01,0.0,-0.3,-44.25,59.87,53.5
14.232296,-2.74,-0.78,-9.61,0.0,0.0,-0.09,-44.25,59.87,53.5
14.254889,-3.04,-0.83,-9.94,0.0,0.0,0.23,-51.18,51.56,38.18
14.278188,-0.47,-0.4,-9.66,-0.01,0.06,-0.02,-47.37,46.0,30.5
14.300914,-0.06,-0.59,-9.93,0.0,0.0,-0.05,-42.0,43.25,27.75
14.323176,0.02,-0.47,-9.96,0.0,-0.04,-0.2,-42.0,43.25,27.75
14.344975,0.95,0.82,-9.91,0.0,-0.01,-0.23,-42.0,43.25,27.75
14.367324,1.05,4.0,-9.99,0.03,-0.01,-0.36,-37.87,40.75,24.56
14.389558,0.82,2.58,-9.71,0.02,0.0,-0.43,-37.87,40.75,24.56
14.412393,0.61,4.46,-10.01,0.02,-0.02,-0.43,-37.87,40.75,24.56
14.434926,0.43,3.7,-9.96,0.02,-0.08,-0.15,-37.25,40.56,21.0
14.457218,0.93,3.19,-9.82,0.0,-0.03,-0.03,-37.25,40.56,21.0
14.479815,0.66,1.01,-9.81,0.0,-0.01,-0.08,-38.87,39.87,18.0
14.502349,-0.99,5.3,-9.81,0.0,0.0,-0.19,-38.87,39.87,18.0
14.524808,-1.68,3.99,-9.91,-0.02,0.03,0.12,-38.87,39.87,18.0
14.547376,-3.09,2.96,-9.25,0.0,0.0,0.75,-38.87,40.25,18.25
14.569598,-2.7,0.07,-10.14,-0.01,0.03,0.91,-38.87,40.25,18.25
14.592451,-3.06,-0.05,-9.47,0.0,0.01,1.01,-39.0,39.56,22.68
14.614942,-3.02,-0.59,-10.14,-0.02,0.02,1.32,-39.0,39.56,22.68
14.637192,-2.44,-2.19,-9.57,0.0,-0.03,1.34,-39.0,39.56,22.68
14.659955,-1.92,-2.63,-9.75,0.0,0.01,1.48,-39.0,41.5,30.56
14.682463,-1.81,-2.71,-9.57,0.0,-0.04,1.47,-39.0,41.5,30.56
14.704919,-0.09,-3.28,-9.66,0.0,-0.01,1.51,-34.18,45.18,34.75
14.727378,-0.24,-3.58,-9.94,0.0,-0.02,1.55,-34.18,45.18,34.75
14.749677,0.38,-3.29,-9.93,0.04,-0.05,1.41,-34.18,45.18,34.75
14.772315,0.69,-3.21,-10.19,-0.04,0.03,1.62,-28.56,44.75,38.75
14.795958,2.1,-3.04,-9.92,0.05,0.01,1.49,-28.56,44.75,38.75
14.817332,2.87,-2.54,-10.06,0.0,0.0,-0.06,-26.0,43.06,37.18
14.839819,2.1,-2.31,-10.43,0.0,0.0,-0.49,-26.0,43.06,37.18
14.862254,2.74,-1.13,-9.84,0.02,-0.01,-0.57,-26.87,42.25,36.87
14.885157,2.49,0.53,-10.95,0.02,0.23,-0.95,-26.87,42.25,36.87
14.907349,3.27,-0.93,-10.08,-0.01,0.01,-1.11,-26.87,42.25,36.87
14.929718,2.45,0.99,-10.37,0.0,-0.02,-1.42,-29.87,41.5,34.06
14.952425,2.27,0.8,-9.94,0.01,0.0,-1.43,-29.87,41.5,34.06
14.974674,1.12,0.56,-9.8,0.03,0.0,-1.36,-32.68,39.18,33.75
14.997142,0.78,1.21,-9.58,0.0,0.0,-1.44,-32.68,39.18,33.75
15.019669,-0.03,2.45,-9.58,0.0,0.0,-1.5,-32.68,39.18,33.75
15.042274,0.22,1.55,-9.69,0.01,-0.02,-1.32,-38.5,37.68,31.37
15.065046,-0.37,1.78,-9.91,-0.03,0.0,-1.21,-38.5,37.68,31.37
15.087395,-2.47,2.44,-9.61,-0.03,0.0,-1.15,-42.18,36.18,24.68
15.109666,-2.86,2.06,-9.72,0.0,0.02,-0.79,-42.18,36.18,24.68
15.132325,-3.06,1.97,-9.75,0.0,0.0,-0.68,-42.18,36.18,24.68
15.155024,-2.54,1.6,-9.84,0.0,0.01,-0.35,-46.68,35.18,14.06
15.177164,-2.46,1.37,-9.73,0.0,0.02,-0.23,-46.68,35.18,14.06
15.199782,-1.05,0.27,-9.77,0.0,0.0,-0.02,-47.37,33.75,5.18
15.222234,-0.08,0.09,-9.82,0.0,0.01,0.0,-47.37,33.75,5.18
15.244787,-0.05,0.08,-9.81,0.0,0.01,0.01,-46.56,34.18,4.0
15.268785,-0.04,0.11,-9.83,0.0,0.0,0.02,-46.56,34.18,4.0
