t,raw_acceleration_x,raw_acceleration_y,raw_acceleration_z,rotation_speed_x,rotation_speed_y,rotation_speed_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
38.521229,-0.28,0.04,-9.78,0.0,0.0,0.03,24.37,36.87,13.87
38.542804,-0.28,0.02,-9.76,0.0,0.0,0.03,24.37,36.87,13.87
38.565141,-0.34,0.11,-9.9,0.0,0.0,0.03,24.0,36.06,11.87
38.588027,-0.16,0.0,-9.81,0.0,0.0,0.03,24.0,36.06,11.87
38.610744,-0.31,0.0,-9.85,0.0,0.0,0.02,24.0,36.06,11.87
38.632943,-0.41,0.13,-9.76,0.0,0.0,0.01,25.06,36.5,12.25
38.656013,-0.3,0.11,-9.8,0.01,-0.01,0.0,25.06,36.5,12.25
38.678376,-0.3,0.03,-9.84,0.05,-0.03,-0.05,24.37,36.87,13.0
38.700919,0.61,-0.53,-9.9,0.01,-0.01,-0.79,24.37,36.87,13.0
38.723599,-0.45,-1.32,-9.77,-0.02,0.0,-0.84,24.37,36.87,13.0
38.746274,-1.51,-2.12,-9.23,-0.04,0.36,-0.39,25.06,36.5,11.87
38.769175,-0.78,-2.5,-14.08,-0.33,1.54,-0.07,25.06,36.5,11.87
38.791078,-0.67,-2.67,-13.5,-0.17,0.92,0.14,22.5,37.25,12.25
38.813551,-0.56,-2.11,-12.08,0.25,0.53,0.03,22.5,37.25,12.25
38.835975,-0.82,-1.57,-10.69,0.71,0.06,-0.12,22.5,37.25,12.25
38.858642,-0.51,-1.22,-9.19,0.84,-0.07,-0.54,21.37,36.06,12.25
38.880957,-0.23,-1.43,-8.15,0.75,-0.05,-0.87,21.37,36.06,12.25
38.903694,0.12,-1.35,-6.43,0.55,-0.05,-0.89,18.5,33.87,5.75
38.926128,0.46,-0.08,-5.77,-0.03,0.01,-0.92,18.5,33.87,5.75
38.94862,0.72,0.35,-6.56,-0.58,0.0,-0.93,18.5,33.87,5.75
38.971049,0.28,0.43,-7.83,-0.61,-0.08,-0.74,13.18,26.87,2.25
38.993445,0.8,3.24,-8.63,-0.4,-1.12,-0.34,6.75,18.56,-1.68
39.027395,1.01,3.9,-8.77,-0.68,-1.13,-0.21,1.56,10.56,-5.18
39.049965,1.54,3.77,-9.36,-1.05,-1.0,-0.14,1.56,10.56,-5.18
39.083652,1.32,2.59,-9.41,-1.21,-0.8,0.04,-5.37,-1.0,-10.06
39.105855,2.12,1.34,-8.27,-0.93,-0.66,0.22,-5.37,-1.0,-10.06
39.128892,-1.78,3.82,-10.91,3.68,1.64,1.25,-5.37,-1.0,-10.06
39.151629,2.98,0.5,-10.07,0.46,0.53,0.15,-14.68,-7.37,-21.0
39.173521,1.74,1.21,-10.01,0.06,0.29,0.45,-14.68,-7.37,-21.0
39.196172,3.13,1.09,-9.76,-0.06,0.05,0.37,-13.68,-10.18,-24.06
39.21893,2.61,0.39,-10.07,-0.12,0.06,0.42,-13.68,-10.18,-24.06
39.240684,2.52,-0.28,-9.97,-0.09,0.03,0.09,-13.68,-10.18,-24.06
39.263835,1.54,-0.9,-10.16,-0.07,0.0,0.21,-7.37,-3.68,-32.18
39.286746,0.87,-0.75,-10.1,-0.01,0.01,0.79,-7.37,-3.68,-32.18
